candidate_id,iteration,reference_cluster,matched_resample_cluster,jaccard
R1_PCA_85__GMM_DIAG__K2,720,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,720,1,1,0.6
R1_PCA_85__GMM_DIAG__K2,721,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,721,1,1,0.5538461538461539
R1_PCA_85__GMM_DIAG__K2,722,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,722,1,1,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,723,0,0,0.16666666666666666
R1_PCA_85__GMM_DIAG__K2,723,1,1,0.4915254237288136
R1_PCA_85__GMM_DIAG__K2,724,0,0,0.1282051282051282
R1_PCA_85__GMM_DIAG__K2,724,1,1,0.43333333333333335
R1_PCA_85__GMM_DIAG__K2,725,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,725,1,0,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,726,0,0,0.1388888888888889
R1_PCA_85__GMM_DIAG__K2,726,1,1,0.48333333333333334
R1_PCA_85__GMM_DIAG__K2,727,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,727,1,1,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,728,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,728,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,729,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,729,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,730,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,730,1,0,0.8307692307692308
R1_PCA_85__GMM_DIAG__K2,731,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,731,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,732,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,732,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,733,0,0,0.13157894736842105
R1_PCA_85__GMM_DIAG__K2,733,1,1,0.45
R1_PCA_85__GMM_DIAG__K2,734,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,734,1,0,0.6615384615384615
R1_PCA_85__GMM_DIAG__K2,735,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,735,1,0,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,736,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,736,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,737,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,737,1,1,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,738,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,738,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,739,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,739,1,1,0.5846153846153846
R1_PCA_85__GMM_DIAG__K2,740,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,740,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,741,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,741,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,742,0,0,0.5555555555555556
R1_PCA_85__GMM_DIAG__K2,742,1,1,0.9333333333333333
R1_PCA_85__GMM_DIAG__K2,743,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,743,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,744,0,0,0.20689655172413793
R1_PCA_85__GMM_DIAG__K2,744,1,1,0.6101694915254238
R1_PCA_85__GMM_DIAG__K2,745,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,745,1,0,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,746,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,746,1,0,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,747,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,747,1,1,0.5538461538461539
R1_PCA_85__GMM_DIAG__K2,748,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,748,1,0,0.8
R1_PCA_85__GMM_DIAG__K2,749,0,1,0.7142857142857143
R1_PCA_85__GMM_DIAG__K2,749,1,0,0.9666666666666667
R1_PCA_85__GMM_DIAG__K2,750,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,750,1,1,0.6
R1_PCA_85__GMM_DIAG__K2,751,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,751,1,0,0.6615384615384615
R1_PCA_85__GMM_DIAG__K2,752,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,752,1,0,0.6
R1_PCA_85__GMM_DIAG__K2,753,0,1,0.13513513513513514
R1_PCA_85__GMM_DIAG__K2,753,1,0,0.4666666666666667
R1_PCA_85__GMM_DIAG__K2,754,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,754,1,1,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,755,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,755,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,756,0,1,0.14705882352941177
R1_PCA_85__GMM_DIAG__K2,756,1,0,0.5166666666666667
R1_PCA_85__GMM_DIAG__K2,757,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,757,1,1,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,758,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,758,1,0,0.5846153846153846
R1_PCA_85__GMM_DIAG__K2,759,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,759,1,0,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,760,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,760,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,761,0,1,0.6
R1_PCA_85__GMM_DIAG__K2,761,1,0,0.9322033898305084
R1_PCA_85__GMM_DIAG__K2,762,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,762,1,1,0.6
R1_PCA_85__GMM_DIAG__K2,763,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,763,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,764,0,1,0.15
R1_PCA_85__GMM_DIAG__K2,764,1,0,0.423728813559322
R1_PCA_85__GMM_DIAG__K2,765,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,765,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,766,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,766,1,0,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,767,0,0,0.10810810810810811
R1_PCA_85__GMM_DIAG__K2,767,1,1,0.45901639344262296
R1_PCA_85__GMM_DIAG__K2,768,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,768,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,769,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,769,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,770,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,770,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,771,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,771,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,772,0,0,0.1388888888888889
R1_PCA_85__GMM_DIAG__K2,772,1,1,0.48333333333333334
R1_PCA_85__GMM_DIAG__K2,773,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,773,1,0,0.6
R1_PCA_85__GMM_DIAG__K2,774,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,774,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,775,0,0,0.12903225806451613
R1_PCA_85__GMM_DIAG__K2,775,1,1,0.5573770491803278
R1_PCA_85__GMM_DIAG__K2,776,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,776,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,777,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,777,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,778,0,0,0.11428571428571428
R1_PCA_85__GMM_DIAG__K2,778,1,1,0.4918032786885246
R1_PCA_85__GMM_DIAG__K2,779,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,779,1,1,0.6307692307692307
R1_PCA_85__GMM_DIAG__K2,780,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,780,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,781,0,1,0.10526315789473684
R1_PCA_85__GMM_DIAG__K2,781,1,0,0.4426229508196721
R1_PCA_85__GMM_DIAG__K2,782,0,0,0.21739130434782608
R1_PCA_85__GMM_DIAG__K2,782,1,1,0.7
R1_PCA_85__GMM_DIAG__K2,783,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,783,1,0,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,784,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,784,1,0,0.8
R1_PCA_85__GMM_DIAG__K2,785,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,785,1,1,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,786,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,786,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,787,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,787,1,0,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,788,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,788,1,0,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,789,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,789,1,0,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,790,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,790,1,1,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,791,0,1,0.625
R1_PCA_85__GMM_DIAG__K2,791,1,0,0.95
R1_PCA_85__GMM_DIAG__K2,792,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,792,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,793,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,793,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,794,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,794,1,1,0.6307692307692307
R1_PCA_85__GMM_DIAG__K2,795,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,795,1,1,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,796,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,796,1,1,0.6615384615384615
R1_PCA_85__GMM_DIAG__K2,797,0,1,0.1282051282051282
R1_PCA_85__GMM_DIAG__K2,797,1,0,0.43333333333333335
R1_PCA_85__GMM_DIAG__K2,798,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,798,1,0,0.6615384615384615
R1_PCA_85__GMM_DIAG__K2,799,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,799,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,800,0,1,0.14285714285714285
R1_PCA_85__GMM_DIAG__K2,800,1,0,0.5
R1_PCA_85__GMM_DIAG__K2,801,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,801,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,802,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,802,1,1,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,803,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,803,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,804,0,1,0.13793103448275862
R1_PCA_85__GMM_DIAG__K2,804,1,0,0.5901639344262295
R1_PCA_85__GMM_DIAG__K2,805,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,805,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,806,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,806,1,1,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,807,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,807,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,808,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,808,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,809,0,1,0.10526315789473684
R1_PCA_85__GMM_DIAG__K2,809,1,0,0.4426229508196721
R1_PCA_85__GMM_DIAG__K2,810,0,1,0.10526315789473684
R1_PCA_85__GMM_DIAG__K2,810,1,0,0.4426229508196721
R1_PCA_85__GMM_DIAG__K2,811,0,0,0.15
R1_PCA_85__GMM_DIAG__K2,811,1,1,0.423728813559322
R1_PCA_85__GMM_DIAG__K2,812,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,812,1,1,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,813,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,813,1,1,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,814,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,814,1,1,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,815,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,815,1,0,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,816,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,816,1,0,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,817,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,817,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,818,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,818,1,0,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,819,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,819,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,820,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,820,1,0,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,821,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,821,1,0,0.6
R1_PCA_85__GMM_DIAG__K2,822,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,822,1,1,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,823,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,823,1,0,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,824,0,0,0.13157894736842105
R1_PCA_85__GMM_DIAG__K2,824,1,1,0.45
R1_PCA_85__GMM_DIAG__K2,825,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,825,1,1,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,826,0,0,0.125
R1_PCA_85__GMM_DIAG__K2,826,1,1,0.4166666666666667
R1_PCA_85__GMM_DIAG__K2,827,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,827,1,1,0.8153846153846154
R1_PCA_85__GMM_DIAG__K2,828,0,1,0.14705882352941177
R1_PCA_85__GMM_DIAG__K2,828,1,0,0.5166666666666667
R1_PCA_85__GMM_DIAG__K2,829,0,1,0.16216216216216217
R1_PCA_85__GMM_DIAG__K2,829,1,0,0.4745762711864407
R1_PCA_85__GMM_DIAG__K2,830,0,0,0.7142857142857143
R1_PCA_85__GMM_DIAG__K2,830,1,1,0.9666666666666667
R1_PCA_85__GMM_DIAG__K2,831,0,1,0.8333333333333334
R1_PCA_85__GMM_DIAG__K2,831,1,0,0.9833333333333333
R1_PCA_85__GMM_DIAG__K2,832,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,832,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,833,0,0,0.10526315789473684
R1_PCA_85__GMM_DIAG__K2,833,1,1,0.4426229508196721
R1_PCA_85__GMM_DIAG__K2,834,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,834,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,835,0,1,0.14814814814814814
R1_PCA_85__GMM_DIAG__K2,835,1,0,0.6229508196721312
R1_PCA_85__GMM_DIAG__K2,836,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,836,1,1,0.5538461538461539
R1_PCA_85__GMM_DIAG__K2,837,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,837,1,1,0.6307692307692307
R1_PCA_85__GMM_DIAG__K2,838,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,838,1,1,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,839,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,839,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,840,0,1,0.8333333333333334
R1_PCA_85__GMM_DIAG__K2,840,1,0,0.9833333333333333
R1_PCA_85__GMM_DIAG__K2,841,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,841,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,842,0,1,0.625
R1_PCA_85__GMM_DIAG__K2,842,1,0,0.95
R1_PCA_85__GMM_DIAG__K2,843,0,1,0.15789473684210525
R1_PCA_85__GMM_DIAG__K2,843,1,0,0.4576271186440678
R1_PCA_85__GMM_DIAG__K2,844,0,1,0.14634146341463414
R1_PCA_85__GMM_DIAG__K2,844,1,0,0.4067796610169492
R1_PCA_85__GMM_DIAG__K2,845,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,845,1,0,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,846,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,846,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,847,0,0,0.13333333333333333
R1_PCA_85__GMM_DIAG__K2,847,1,1,0.5737704918032787
R1_PCA_85__GMM_DIAG__K2,848,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,848,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,849,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,849,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,850,0,0,0.6
R1_PCA_85__GMM_DIAG__K2,850,1,1,0.967741935483871
R1_PCA_85__GMM_DIAG__K2,851,0,1,0.38461538461538464
R1_PCA_85__GMM_DIAG__K2,851,1,0,0.8666666666666667
R1_PCA_85__GMM_DIAG__K2,852,0,0,0.11428571428571428
R1_PCA_85__GMM_DIAG__K2,852,1,1,0.4918032786885246
R1_PCA_85__GMM_DIAG__K2,853,0,1,0.10344827586206896
R1_PCA_85__GMM_DIAG__K2,853,1,0,0.5806451612903226
R1_PCA_85__GMM_DIAG__K2,854,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,854,1,0,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,855,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,855,1,0,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,856,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,856,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,857,0,0,0.6
R1_PCA_85__GMM_DIAG__K2,857,1,1,0.9322033898305084
R1_PCA_85__GMM_DIAG__K2,858,0,0,0.13513513513513514
R1_PCA_85__GMM_DIAG__K2,858,1,1,0.4666666666666667
R1_PCA_85__GMM_DIAG__K2,859,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,859,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,860,0,0,0.38461538461538464
R1_PCA_85__GMM_DIAG__K2,860,1,1,0.8666666666666667
R1_PCA_85__GMM_DIAG__K2,861,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,861,1,0,0.5538461538461539
R1_PCA_85__GMM_DIAG__K2,862,0,0,0.2
R1_PCA_85__GMM_DIAG__K2,862,1,1,0.6666666666666666
R1_PCA_85__GMM_DIAG__K2,863,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,863,1,1,0.6
R1_PCA_85__GMM_DIAG__K2,864,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,864,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,865,0,0,0.125
R1_PCA_85__GMM_DIAG__K2,865,1,1,0.4166666666666667
R1_PCA_85__GMM_DIAG__K2,866,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,866,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,867,0,1,0.14285714285714285
R1_PCA_85__GMM_DIAG__K2,867,1,0,0.5
R1_PCA_85__GMM_DIAG__K2,868,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,868,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,869,0,0,0.6666666666666666
R1_PCA_85__GMM_DIAG__K2,869,1,1,0.9491525423728814
R1_PCA_85__GMM_DIAG__K2,870,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,870,1,0,0.5692307692307692
R1_PCA_85__GMM_DIAG__K2,871,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,871,1,0,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,872,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,872,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,873,0,0,0.16666666666666666
R1_PCA_85__GMM_DIAG__K2,873,1,1,0.4915254237288136
R1_PCA_85__GMM_DIAG__K2,874,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,874,1,0,0.7538461538461538
R1_PCA_85__GMM_DIAG__K2,875,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,875,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,876,0,0,0.18518518518518517
R1_PCA_85__GMM_DIAG__K2,876,1,1,0.6333333333333333
R1_PCA_85__GMM_DIAG__K2,877,0,1,0.14285714285714285
R1_PCA_85__GMM_DIAG__K2,877,1,0,0.6065573770491803
R1_PCA_85__GMM_DIAG__K2,878,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,878,1,0,0.5384615384615384
R1_PCA_85__GMM_DIAG__K2,879,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,879,1,0,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,880,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,880,1,1,0.6153846153846154
R1_PCA_85__GMM_DIAG__K2,881,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,881,1,1,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,882,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,882,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,883,0,1,0.10810810810810811
R1_PCA_85__GMM_DIAG__K2,883,1,0,0.45901639344262296
R1_PCA_85__GMM_DIAG__K2,884,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,884,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,885,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,885,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,886,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,886,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,887,0,0,0.625
R1_PCA_85__GMM_DIAG__K2,887,1,1,0.95
R1_PCA_85__GMM_DIAG__K2,888,0,1,0.10810810810810811
R1_PCA_85__GMM_DIAG__K2,888,1,0,0.45901639344262296
R1_PCA_85__GMM_DIAG__K2,889,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,889,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,890,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,890,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,891,0,1,0.0967741935483871
R1_PCA_85__GMM_DIAG__K2,891,1,0,0.5483870967741935
R1_PCA_85__GMM_DIAG__K2,892,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,892,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,893,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,893,1,0,0.8153846153846154
R1_PCA_85__GMM_DIAG__K2,894,0,0,1.0
R1_PCA_85__GMM_DIAG__K2,894,1,1,1.0
R1_PCA_85__GMM_DIAG__K2,895,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,895,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,896,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,896,1,0,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,897,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,897,1,0,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,898,0,0,0.1282051282051282
R1_PCA_85__GMM_DIAG__K2,898,1,1,0.43333333333333335
R1_PCA_85__GMM_DIAG__K2,899,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,899,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,900,0,1,0.5714285714285714
R1_PCA_85__GMM_DIAG__K2,900,1,0,0.9508196721311475
R1_PCA_85__GMM_DIAG__K2,901,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,901,1,0,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,902,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,902,1,0,0.7076923076923077
R1_PCA_85__GMM_DIAG__K2,903,0,1,0.125
R1_PCA_85__GMM_DIAG__K2,903,1,0,0.4166666666666667
R1_PCA_85__GMM_DIAG__K2,904,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,904,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,905,0,0,0.5
R1_PCA_85__GMM_DIAG__K2,905,1,1,0.8983050847457628
R1_PCA_85__GMM_DIAG__K2,906,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,906,1,0,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,907,0,0,0.14705882352941177
R1_PCA_85__GMM_DIAG__K2,907,1,1,0.5166666666666667
R1_PCA_85__GMM_DIAG__K2,908,0,1,0.1388888888888889
R1_PCA_85__GMM_DIAG__K2,908,1,0,0.48333333333333334
R1_PCA_85__GMM_DIAG__K2,909,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,909,1,0,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,910,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,910,1,0,0.7230769230769231
R1_PCA_85__GMM_DIAG__K2,911,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,911,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,912,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,912,1,1,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,913,0,0,0.18518518518518517
R1_PCA_85__GMM_DIAG__K2,913,1,1,0.6333333333333333
R1_PCA_85__GMM_DIAG__K2,914,0,1,0.6666666666666666
R1_PCA_85__GMM_DIAG__K2,914,1,0,0.9491525423728814
R1_PCA_85__GMM_DIAG__K2,915,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,915,1,0,0.5538461538461539
R1_PCA_85__GMM_DIAG__K2,916,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,916,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,917,0,1,0.10526315789473684
R1_PCA_85__GMM_DIAG__K2,917,1,0,0.4426229508196721
R1_PCA_85__GMM_DIAG__K2,918,0,0,0.1388888888888889
R1_PCA_85__GMM_DIAG__K2,918,1,1,0.48333333333333334
R1_PCA_85__GMM_DIAG__K2,919,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,919,1,0,0.6461538461538462
R1_PCA_85__GMM_DIAG__K2,920,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,920,1,1,0.6923076923076923
R1_PCA_85__GMM_DIAG__K2,921,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,921,1,1,0.7384615384615385
R1_PCA_85__GMM_DIAG__K2,922,0,1,1.0
R1_PCA_85__GMM_DIAG__K2,922,1,0,1.0
R1_PCA_85__GMM_DIAG__K2,923,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,923,1,0,0.7846153846153846
R1_PCA_85__GMM_DIAG__K2,924,0,0,0.0
R1_PCA_85__GMM_DIAG__K2,924,1,1,0.676923076923077
R1_PCA_85__GMM_DIAG__K2,925,0,1,0.0
R1_PCA_85__GMM_DIAG__K2,925,1,0,0.7692307692307693
R1_PCA_85__GMM_DIAG__K2,926,0,0,0.13157894736842105
R1_PCA_85__GMM_DIAG__K2,926,1,1,0.45
