candidate_id,iteration,reference_cluster,matched_resample_cluster,jaccard
R0_STANDARDIZED__GMM_DIAG__K6,560,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,560,5,1,0.6111111111111112
R0_STANDARDIZED__GMM_DIAG__K6,561,0,3,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,561,1,5,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,561,2,2,0.631578947368421
R0_STANDARDIZED__GMM_DIAG__K6,561,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,561,4,1,0.07142857142857142
R0_STANDARDIZED__GMM_DIAG__K6,561,5,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,562,0,2,0.7142857142857143
R0_STANDARDIZED__GMM_DIAG__K6,562,1,5,0.14285714285714285
R0_STANDARDIZED__GMM_DIAG__K6,562,2,4,0.8125
R0_STANDARDIZED__GMM_DIAG__K6,562,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,562,4,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,562,5,0,0.5416666666666666
R0_STANDARDIZED__GMM_DIAG__K6,563,0,4,0.5555555555555556
R0_STANDARDIZED__GMM_DIAG__K6,563,1,5,0.3076923076923077
R0_STANDARDIZED__GMM_DIAG__K6,563,2,1,0.32
R0_STANDARDIZED__GMM_DIAG__K6,563,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,563,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,563,5,0,0.25925925925925924
R0_STANDARDIZED__GMM_DIAG__K6,564,0,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,564,1,0,0.23076923076923078
R0_STANDARDIZED__GMM_DIAG__K6,564,2,3,0.4
R0_STANDARDIZED__GMM_DIAG__K6,564,3,4,0.5384615384615384
R0_STANDARDIZED__GMM_DIAG__K6,564,4,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,564,5,1,0.625
R0_STANDARDIZED__GMM_DIAG__K6,565,0,2,0.35714285714285715
R0_STANDARDIZED__GMM_DIAG__K6,565,1,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,565,2,4,0.19047619047619047
R0_STANDARDIZED__GMM_DIAG__K6,565,3,3,0.6363636363636364
R0_STANDARDIZED__GMM_DIAG__K6,565,4,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,565,5,1,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,566,0,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,566,1,1,0.5
R0_STANDARDIZED__GMM_DIAG__K6,566,2,4,0.6
R0_STANDARDIZED__GMM_DIAG__K6,566,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,566,4,3,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,566,5,5,0.6
R0_STANDARDIZED__GMM_DIAG__K6,567,0,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,567,1,5,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,567,2,1,0.3548387096774194
R0_STANDARDIZED__GMM_DIAG__K6,567,3,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,567,4,0,0.4666666666666667
R0_STANDARDIZED__GMM_DIAG__K6,567,5,3,0.35
R0_STANDARDIZED__GMM_DIAG__K6,568,0,1,0.8333333333333334
R0_STANDARDIZED__GMM_DIAG__K6,568,1,3,0.13333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,568,2,0,0.7222222222222222
R0_STANDARDIZED__GMM_DIAG__K6,568,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,568,4,5,0.25
R0_STANDARDIZED__GMM_DIAG__K6,568,5,4,0.5416666666666666
R0_STANDARDIZED__GMM_DIAG__K6,569,0,5,0.5
R0_STANDARDIZED__GMM_DIAG__K6,569,1,1,0.6363636363636364
R0_STANDARDIZED__GMM_DIAG__K6,569,2,4,0.6470588235294118
R0_STANDARDIZED__GMM_DIAG__K6,569,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,569,4,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,569,5,3,0.5555555555555556
R0_STANDARDIZED__GMM_DIAG__K6,570,0,4,0.625
R0_STANDARDIZED__GMM_DIAG__K6,570,1,5,0.375
R0_STANDARDIZED__GMM_DIAG__K6,570,2,1,0.5
R0_STANDARDIZED__GMM_DIAG__K6,570,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,570,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,570,5,2,0.5789473684210527
R0_STANDARDIZED__GMM_DIAG__K6,571,0,1,0.7142857142857143
R0_STANDARDIZED__GMM_DIAG__K6,571,1,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,571,2,2,0.5652173913043478
R0_STANDARDIZED__GMM_DIAG__K6,571,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,571,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,571,5,4,0.5714285714285714
R0_STANDARDIZED__GMM_DIAG__K6,572,0,2,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,572,1,4,0.2
R0_STANDARDIZED__GMM_DIAG__K6,572,2,0,0.25
R0_STANDARDIZED__GMM_DIAG__K6,572,3,1,0.9090909090909091
R0_STANDARDIZED__GMM_DIAG__K6,572,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,572,5,3,0.30434782608695654
R0_STANDARDIZED__GMM_DIAG__K6,573,0,4,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,573,1,1,0.38461538461538464
R0_STANDARDIZED__GMM_DIAG__K6,573,2,0,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,573,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,573,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,573,5,5,0.2608695652173913
R0_STANDARDIZED__GMM_DIAG__K6,574,0,5,0.5454545454545454
R0_STANDARDIZED__GMM_DIAG__K6,574,1,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,574,2,3,0.6
R0_STANDARDIZED__GMM_DIAG__K6,574,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,574,4,1,0.07142857142857142
R0_STANDARDIZED__GMM_DIAG__K6,574,5,0,0.65
R0_STANDARDIZED__GMM_DIAG__K6,575,0,2,0.4
R0_STANDARDIZED__GMM_DIAG__K6,575,1,5,0.16666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,575,2,4,0.2857142857142857
R0_STANDARDIZED__GMM_DIAG__K6,575,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,575,4,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,575,5,1,0.375
R0_STANDARDIZED__GMM_DIAG__K6,576,0,3,0.5714285714285714
R0_STANDARDIZED__GMM_DIAG__K6,576,1,5,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,576,2,4,0.5454545454545454
R0_STANDARDIZED__GMM_DIAG__K6,576,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,576,4,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,576,5,1,0.7
R0_STANDARDIZED__GMM_DIAG__K6,577,0,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,577,1,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,577,2,3,0.5517241379310345
R0_STANDARDIZED__GMM_DIAG__K6,577,3,1,0.8181818181818182
R0_STANDARDIZED__GMM_DIAG__K6,577,4,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,577,5,0,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,578,0,2,0.8333333333333334
R0_STANDARDIZED__GMM_DIAG__K6,578,1,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,578,2,0,0.72
R0_STANDARDIZED__GMM_DIAG__K6,578,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,578,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,578,5,3,0.4583333333333333
R0_STANDARDIZED__GMM_DIAG__K6,579,0,3,0.5714285714285714
R0_STANDARDIZED__GMM_DIAG__K6,579,1,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,579,2,5,0.5
R0_STANDARDIZED__GMM_DIAG__K6,579,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,579,4,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,579,5,2,0.625
R0_STANDARDIZED__GMM_DIAG__K6,580,0,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,580,1,4,0.2727272727272727
R0_STANDARDIZED__GMM_DIAG__K6,580,2,0,0.25
R0_STANDARDIZED__GMM_DIAG__K6,580,3,3,0.8181818181818182
R0_STANDARDIZED__GMM_DIAG__K6,580,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,580,5,1,0.4375
R0_STANDARDIZED__GMM_DIAG__K6,581,0,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,581,1,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,581,2,0,0.5217391304347826
R0_STANDARDIZED__GMM_DIAG__K6,581,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,581,4,3,0.625
R0_STANDARDIZED__GMM_DIAG__K6,581,5,5,0.5
R0_STANDARDIZED__GMM_DIAG__K6,582,0,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,582,1,1,0.18181818181818182
R0_STANDARDIZED__GMM_DIAG__K6,582,2,2,0.5172413793103449
R0_STANDARDIZED__GMM_DIAG__K6,582,3,0,0.5833333333333334
R0_STANDARDIZED__GMM_DIAG__K6,582,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,582,5,4,0.36363636363636365
R0_STANDARDIZED__GMM_DIAG__K6,583,0,0,0.375
R0_STANDARDIZED__GMM_DIAG__K6,583,1,4,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,583,2,3,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,583,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,583,4,1,0.2727272727272727
R0_STANDARDIZED__GMM_DIAG__K6,583,5,5,0.6818181818181818
R0_STANDARDIZED__GMM_DIAG__K6,584,0,1,0.6
R0_STANDARDIZED__GMM_DIAG__K6,584,1,3,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,584,2,0,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,584,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,584,4,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,584,5,4,0.30434782608695654
R0_STANDARDIZED__GMM_DIAG__K6,585,0,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,585,1,1,0.1
R0_STANDARDIZED__GMM_DIAG__K6,585,2,3,0.5294117647058824
R0_STANDARDIZED__GMM_DIAG__K6,585,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,585,4,0,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,585,5,5,0.48
R0_STANDARDIZED__GMM_DIAG__K6,586,0,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,586,1,5,0.16666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,586,2,4,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,586,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,586,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,586,5,1,0.27586206896551724
R0_STANDARDIZED__GMM_DIAG__K6,587,0,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,587,1,4,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,587,2,0,0.6842105263157895
R0_STANDARDIZED__GMM_DIAG__K6,587,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,587,4,1,0.6
R0_STANDARDIZED__GMM_DIAG__K6,587,5,5,0.36363636363636365
R0_STANDARDIZED__GMM_DIAG__K6,588,0,3,0.5
R0_STANDARDIZED__GMM_DIAG__K6,588,1,1,0.0
R0_STANDARDIZED__GMM_DIAG__K6,588,2,5,0.5652173913043478
R0_STANDARDIZED__GMM_DIAG__K6,588,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,588,4,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,588,5,2,0.5217391304347826
R0_STANDARDIZED__GMM_DIAG__K6,589,0,1,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,589,1,5,0.4
R0_STANDARDIZED__GMM_DIAG__K6,589,2,4,0.7368421052631579
R0_STANDARDIZED__GMM_DIAG__K6,589,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,589,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,589,5,0,0.3157894736842105
R0_STANDARDIZED__GMM_DIAG__K6,590,0,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,590,1,0,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,590,2,5,0.4444444444444444
R0_STANDARDIZED__GMM_DIAG__K6,590,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,590,4,2,0.36363636363636365
R0_STANDARDIZED__GMM_DIAG__K6,590,5,1,0.5833333333333334
R0_STANDARDIZED__GMM_DIAG__K6,591,0,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,591,1,3,0.5833333333333334
R0_STANDARDIZED__GMM_DIAG__K6,591,2,5,0.3076923076923077
R0_STANDARDIZED__GMM_DIAG__K6,591,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,591,4,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,591,5,0,0.3181818181818182
R0_STANDARDIZED__GMM_DIAG__K6,592,0,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,592,1,0,0.2
R0_STANDARDIZED__GMM_DIAG__K6,592,2,4,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,592,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,592,4,2,0.15384615384615385
R0_STANDARDIZED__GMM_DIAG__K6,592,5,1,0.45
R0_STANDARDIZED__GMM_DIAG__K6,593,0,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,593,1,3,0.5
R0_STANDARDIZED__GMM_DIAG__K6,593,2,4,0.2
R0_STANDARDIZED__GMM_DIAG__K6,593,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,593,4,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,593,5,1,0.4
R0_STANDARDIZED__GMM_DIAG__K6,594,0,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,594,1,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,594,2,0,0.25
R0_STANDARDIZED__GMM_DIAG__K6,594,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,594,4,3,0.2727272727272727
R0_STANDARDIZED__GMM_DIAG__K6,594,5,2,0.391304347826087
R0_STANDARDIZED__GMM_DIAG__K6,595,0,4,0.8333333333333334
R0_STANDARDIZED__GMM_DIAG__K6,595,1,3,0.1111111111111111
R0_STANDARDIZED__GMM_DIAG__K6,595,2,5,0.20833333333333334
R0_STANDARDIZED__GMM_DIAG__K6,595,3,2,0.6923076923076923
R0_STANDARDIZED__GMM_DIAG__K6,595,4,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,595,5,1,0.38461538461538464
R0_STANDARDIZED__GMM_DIAG__K6,596,0,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,596,1,0,0.42857142857142855
R0_STANDARDIZED__GMM_DIAG__K6,596,2,5,0.4782608695652174
R0_STANDARDIZED__GMM_DIAG__K6,596,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,596,4,4,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,596,5,1,0.5238095238095238
R0_STANDARDIZED__GMM_DIAG__K6,597,0,3,0.42857142857142855
R0_STANDARDIZED__GMM_DIAG__K6,597,1,0,0.14285714285714285
R0_STANDARDIZED__GMM_DIAG__K6,597,2,2,0.45
R0_STANDARDIZED__GMM_DIAG__K6,597,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,597,4,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,597,5,4,0.5217391304347826
R0_STANDARDIZED__GMM_DIAG__K6,598,0,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,598,1,0,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,598,2,3,0.19047619047619047
R0_STANDARDIZED__GMM_DIAG__K6,598,3,2,0.9090909090909091
R0_STANDARDIZED__GMM_DIAG__K6,598,4,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,598,5,1,0.4666666666666667
R0_STANDARDIZED__GMM_DIAG__K6,599,0,5,0.625
R0_STANDARDIZED__GMM_DIAG__K6,599,1,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,599,2,4,0.44
R0_STANDARDIZED__GMM_DIAG__K6,599,3,1,0.9090909090909091
R0_STANDARDIZED__GMM_DIAG__K6,599,4,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,599,5,0,0.5
R0_STANDARDIZED__GMM_DIAG__K6,600,0,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,600,1,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,600,2,4,0.55
R0_STANDARDIZED__GMM_DIAG__K6,600,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,600,4,5,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,600,5,0,0.5714285714285714
R0_STANDARDIZED__GMM_DIAG__K6,601,0,4,0.75
R0_STANDARDIZED__GMM_DIAG__K6,601,1,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,601,2,0,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,601,3,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,601,4,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,601,5,1,0.5
R0_STANDARDIZED__GMM_DIAG__K6,602,0,5,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,602,1,1,0.1875
R0_STANDARDIZED__GMM_DIAG__K6,602,2,0,0.34782608695652173
R0_STANDARDIZED__GMM_DIAG__K6,602,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,602,4,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,602,5,3,0.2857142857142857
R0_STANDARDIZED__GMM_DIAG__K6,603,0,5,0.5555555555555556
R0_STANDARDIZED__GMM_DIAG__K6,603,1,0,0.29411764705882354
R0_STANDARDIZED__GMM_DIAG__K6,603,2,4,0.43478260869565216
R0_STANDARDIZED__GMM_DIAG__K6,603,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,603,4,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,603,5,3,0.19047619047619047
R0_STANDARDIZED__GMM_DIAG__K6,604,0,2,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,604,1,5,0.38461538461538464
R0_STANDARDIZED__GMM_DIAG__K6,604,2,0,0.2916666666666667
R0_STANDARDIZED__GMM_DIAG__K6,604,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,604,4,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,604,5,4,0.25925925925925924
R0_STANDARDIZED__GMM_DIAG__K6,605,0,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,605,1,2,0.21052631578947367
R0_STANDARDIZED__GMM_DIAG__K6,605,2,0,0.5384615384615384
R0_STANDARDIZED__GMM_DIAG__K6,605,3,3,0.8888888888888888
R0_STANDARDIZED__GMM_DIAG__K6,605,4,4,0.3
R0_STANDARDIZED__GMM_DIAG__K6,605,5,1,0.3157894736842105
R0_STANDARDIZED__GMM_DIAG__K6,606,0,1,0.0
R0_STANDARDIZED__GMM_DIAG__K6,606,1,5,0.4444444444444444
R0_STANDARDIZED__GMM_DIAG__K6,606,2,4,0.4444444444444444
R0_STANDARDIZED__GMM_DIAG__K6,606,3,3,0.8888888888888888
R0_STANDARDIZED__GMM_DIAG__K6,606,4,2,0.13636363636363635
R0_STANDARDIZED__GMM_DIAG__K6,606,5,0,0.7222222222222222
R0_STANDARDIZED__GMM_DIAG__K6,607,0,0,0.8333333333333334
R0_STANDARDIZED__GMM_DIAG__K6,607,1,1,0.2631578947368421
R0_STANDARDIZED__GMM_DIAG__K6,607,2,4,0.5217391304347826
R0_STANDARDIZED__GMM_DIAG__K6,607,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,607,4,5,1.0
R0_STANDARDIZED__GMM_DIAG__K6,607,5,2,0.21739130434782608
R0_STANDARDIZED__GMM_DIAG__K6,608,0,3,0.0
R0_STANDARDIZED__GMM_DIAG__K6,608,1,0,0.15384615384615385
R0_STANDARDIZED__GMM_DIAG__K6,608,2,5,0.5
R0_STANDARDIZED__GMM_DIAG__K6,608,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,608,4,1,0.36363636363636365
R0_STANDARDIZED__GMM_DIAG__K6,608,5,4,0.52
R0_STANDARDIZED__GMM_DIAG__K6,609,0,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,609,1,5,0.23529411764705882
R0_STANDARDIZED__GMM_DIAG__K6,609,2,0,0.5217391304347826
R0_STANDARDIZED__GMM_DIAG__K6,609,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,609,4,1,0.7
R0_STANDARDIZED__GMM_DIAG__K6,609,5,3,0.2608695652173913
R0_STANDARDIZED__GMM_DIAG__K6,610,0,2,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,610,1,5,0.26666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,610,2,0,0.6666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,610,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,610,4,3,0.16666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,610,5,4,0.5454545454545454
R0_STANDARDIZED__GMM_DIAG__K6,611,0,3,0.7142857142857143
R0_STANDARDIZED__GMM_DIAG__K6,611,1,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,611,2,0,0.631578947368421
R0_STANDARDIZED__GMM_DIAG__K6,611,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,611,4,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,611,5,1,0.6086956521739131
R0_STANDARDIZED__GMM_DIAG__K6,612,0,4,0.4444444444444444
R0_STANDARDIZED__GMM_DIAG__K6,612,1,0,0.625
R0_STANDARDIZED__GMM_DIAG__K6,612,2,1,0.5
R0_STANDARDIZED__GMM_DIAG__K6,612,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,612,4,5,0.09090909090909091
R0_STANDARDIZED__GMM_DIAG__K6,612,5,2,0.8333333333333334
R0_STANDARDIZED__GMM_DIAG__K6,613,0,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,613,1,2,0.5
R0_STANDARDIZED__GMM_DIAG__K6,613,2,0,0.25
R0_STANDARDIZED__GMM_DIAG__K6,613,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,613,4,4,0.29411764705882354
R0_STANDARDIZED__GMM_DIAG__K6,613,5,5,0.5454545454545454
R0_STANDARDIZED__GMM_DIAG__K6,614,0,3,0.5
R0_STANDARDIZED__GMM_DIAG__K6,614,1,4,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,614,2,0,0.7
R0_STANDARDIZED__GMM_DIAG__K6,614,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,614,4,2,0.4
R0_STANDARDIZED__GMM_DIAG__K6,614,5,5,0.6190476190476191
R0_STANDARDIZED__GMM_DIAG__K6,615,0,1,0.38461538461538464
R0_STANDARDIZED__GMM_DIAG__K6,615,1,0,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,615,2,4,0.45
R0_STANDARDIZED__GMM_DIAG__K6,615,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,615,4,5,0.0
R0_STANDARDIZED__GMM_DIAG__K6,615,5,3,0.23809523809523808
R0_STANDARDIZED__GMM_DIAG__K6,616,0,0,0.0
R0_STANDARDIZED__GMM_DIAG__K6,616,1,1,0.4
R0_STANDARDIZED__GMM_DIAG__K6,616,2,5,0.7
R0_STANDARDIZED__GMM_DIAG__K6,616,3,4,1.0
R0_STANDARDIZED__GMM_DIAG__K6,616,4,3,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,616,5,2,0.42105263157894735
R0_STANDARDIZED__GMM_DIAG__K6,617,0,0,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,617,1,4,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,617,2,1,0.65
R0_STANDARDIZED__GMM_DIAG__K6,617,3,3,0.9
R0_STANDARDIZED__GMM_DIAG__K6,617,4,2,0.0
R0_STANDARDIZED__GMM_DIAG__K6,617,5,5,0.2608695652173913
R0_STANDARDIZED__GMM_DIAG__K6,618,0,3,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,618,1,2,0.23809523809523808
R0_STANDARDIZED__GMM_DIAG__K6,618,2,0,0.3333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,618,3,1,1.0
R0_STANDARDIZED__GMM_DIAG__K6,618,4,5,0.2
R0_STANDARDIZED__GMM_DIAG__K6,618,5,4,0.3888888888888889
R0_STANDARDIZED__GMM_DIAG__K6,619,0,3,0.5
R0_STANDARDIZED__GMM_DIAG__K6,619,1,1,0.25
R0_STANDARDIZED__GMM_DIAG__K6,619,2,0,0.45454545454545453
R0_STANDARDIZED__GMM_DIAG__K6,619,3,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,619,4,5,0.16666666666666666
R0_STANDARDIZED__GMM_DIAG__K6,619,5,4,0.6190476190476191
R0_STANDARDIZED__GMM_DIAG__K6,620,0,2,0.46153846153846156
R0_STANDARDIZED__GMM_DIAG__K6,620,1,4,0.2916666666666667
R0_STANDARDIZED__GMM_DIAG__K6,620,2,1,0.35
R0_STANDARDIZED__GMM_DIAG__K6,620,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,620,4,5,0.2
R0_STANDARDIZED__GMM_DIAG__K6,620,5,3,0.3157894736842105
R0_STANDARDIZED__GMM_DIAG__K6,621,0,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,621,1,4,0.0
R0_STANDARDIZED__GMM_DIAG__K6,621,2,1,0.4090909090909091
R0_STANDARDIZED__GMM_DIAG__K6,621,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,621,4,5,0.4166666666666667
R0_STANDARDIZED__GMM_DIAG__K6,621,5,0,0.5454545454545454
R0_STANDARDIZED__GMM_DIAG__K6,622,0,5,0.5
R0_STANDARDIZED__GMM_DIAG__K6,622,1,1,0.4444444444444444
R0_STANDARDIZED__GMM_DIAG__K6,622,2,4,0.5
R0_STANDARDIZED__GMM_DIAG__K6,622,3,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,622,4,2,0.08333333333333333
R0_STANDARDIZED__GMM_DIAG__K6,622,5,0,0.8125
R0_STANDARDIZED__GMM_DIAG__K6,623,0,2,1.0
R0_STANDARDIZED__GMM_DIAG__K6,623,1,5,0.5833333333333334
R0_STANDARDIZED__GMM_DIAG__K6,623,2,1,0.3793103448275862
R0_STANDARDIZED__GMM_DIAG__K6,623,3,0,1.0
R0_STANDARDIZED__GMM_DIAG__K6,623,4,3,1.0
R0_STANDARDIZED__GMM_DIAG__K6,623,5,4,0.38095238095238093
R0_STANDARDIZED__GMM_DIAG__K6,624,0,3,0.5714285714285714
R0_STANDARDIZED__GMM_DIAG__K6,624,1,4,0.2
R0_STANDARDIZED__GMM_DIAG__K6,624,2,1,0.55
R0_STANDARDIZED__GMM_DIAG__K6,624,3,2,1.0
