n_institutions,low_friction_cutoff,high_friction_cutoff,strongest_ici_or_comparison_feature,strongest_standardized_difference,strongest_raw_difference
81,0.3300595238095237,0.5295634920634921,device_constraint,1.5946703720848316,0.5555555555555556
