institution_id,state,institution_type,children_served,staff_size,available_devices,internet_stability,current_digital_tools,registration_system_type,admin_time_load,administrative_organization,digital_usage_frequency,previous_digital_implementation,implementation_difficulty,time_constraint,staffing_constraint,training_deficit,resource_constraint,system_change_resistance,perceived_digital_utility,tool_adoption_willingness,pilot_openness,available_devices_encoded,internet_stability_encoded,registration_system_type_encoded,admin_time_load_encoded,admin_time_load_norm,administrative_organization_encoded,digital_usage_frequency_encoded,previous_digital_implementation_encoded,implementation_difficulty_encoded,implementation_difficulty_norm,time_constraint_encoded,time_constraint_norm,staffing_constraint_encoded,staffing_constraint_norm,training_deficit_encoded,training_deficit_norm,resource_constraint_encoded,resource_constraint_norm,system_change_resistance_encoded,system_change_resistance_norm,perceived_digital_utility_encoded,tool_adoption_willingness_encoded,pilot_openness_encoded,uses_excel,uses_whatsapp,uses_google_workspace,uses_specialized_software,uses_other_tool,uses_no_tool,digital_tool_variety,device_constraint,internet_stability_constraint,digital_tool_variety_constraint,recording_system_constraint,admin_time_load_constraint,administrative_disorganization_constraint,system_change_resistance_constraint,digital_usage_constraint_score,implementation_difficulty_constraint,previous_implementation_constraint,time_constraint_score,staffing_constraint_score,training_deficit_score,resource_constraint_score,willingness_constraint_score,perceived_utility_constraint,pilot_openness_constraint,ICI,OCI,OLI,HCARI,AFS_baseline,AFS_theoretical,AFS_equal_weights,AFS_organizational_heavy,AFS_human_heavy,AFS_infrastructure_heavy
INST_031,Hidalgo,Pública,31-60,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,Menos de 1 hora,Muy alto,Diario,Sí,Fácil,Poco,Poco,Medio,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,1,1,5,4,1,2.0,2.0,2,2,2,2,3,3,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.25,0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0666666666666666,0.0625,0.0833333333333333,0.1428571428571428,0.0888392857142857,0.08779761904761901,0.08883928571428568,0.08758928571428568,0.09562499999999996,0.08419642857142853
INST_032,Estado de México,Asociación civil / ONG,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy bajo,Semanal,Sí,Difícil,Medio,Medio,Medio,Poco,Difícil,Mucho,Neutrales,Tal vez,2,4,3,3,3,1,3,1,4.0,4.0,3,3,3,3,3,3,2,2,4,4,4,3,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,0.75,0.3333333333333333,0.75,0,0.5,0.5,0.5,0.25,0.5,0.0,0.5,0.3277777777777778,0.6875,0.3611111111111111,0.3928571428571428,0.4423115079365079,0.45863095238095236,0.4423115079365079,0.4766170634920635,0.44715277777777773,0.43739087301587304
INST_033,Ciudad de México,Privada,31-60,30+,6+,Inestable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Excel,5+ horas,Alto,Semanal,Sí,Moderado,Medio,Poco,Poco,Muy alto,Neutral,Mucho,Dispuestos,Sí,3,3,2,4,4,4,3,1,3.0,3.0,3,3,2,2,2,2,5,5,3,3,4,4,1.0,1,1,1,1,0,0,4,0.0,0.5,0.2,0.6666666666666666,1.0,0.25,0.5,0.3333333333333333,0.5,0,0.5,0.25,0.25,1.0,0.25,0.0,0.0,0.2333333333333333,0.6041666666666666,0.2777777777777777,0.3214285714285714,0.3591765873015872,0.3754960317460317,0.35917658730158725,0.3940376984126983,0.36576388888888883,0.3525496031746031
INST_034,Veracruz,Pública,11-30,6-15,1-2,Inestable,WhatsApp,Papel,1-3 horas,Muy alto,Rara vez,No,Fácil,Poco,Medio,Medio,Muy alto,Fácil,Mucho,Muy dispuestos,Sí,1,3,1,2,2,5,2,0,2.0,2.0,2,2,3,3,3,3,5,5,2,2,4,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.5,0.8,1.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.25,1,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.6555555555555556,0.3958333333333333,0.6388888888888888,0.3214285714285714,0.5029265873015873,0.4907738095238095,0.5029265873015873,0.47778769841269836,0.4703472222222222,0.5204662698412699
INST_035,Yucatán,Pública,11-30,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Medio,Alto,Muy alto,Poco,Muy difícil,Mucho,Nada dispuestos,No,3,5,4,3,3,1,4,1,5.0,5.0,3,3,4,4,5,5,2,2,5,5,4,1,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.5,0.75,1.0,0.25,1.0,0.0,1.0,0.0666666666666666,0.6666666666666666,0.3333333333333333,0.6428571428571429,0.4273809523809524,0.444047619047619,0.4273809523809523,0.47404761904761905,0.4716666666666667,0.38523809523809527
INST_036,Nuevo León,Mixta,11-30,6-15,0,Muy inestable,WhatsApp,Papel,1-3 horas,Alto,Semanal,No,Moderado,Poco,Medio,Nada,Muy alto,Fácil,Mucho,Muy dispuestos,Sí,0,2,1,2,2,4,3,0,3.0,3.0,2,2,3,3,1,1,5,5,2,2,4,5,1.0,0,1,0,0,0,0,1,1.0,0.75,0.8,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,0.5,1,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.85,0.4583333333333333,0.611111111111111,0.25,0.5423611111111111,0.5347222222222222,0.5423611111111111,0.5151388888888889,0.49430555555555555,0.5843055555555555
INST_037,Guerrero,Pública,31-60,6-15,0,No hay acceso,Ninguna,Papel,3-5 horas,Alto,Nunca,No,Moderado,Medio,Poco,Poco,Muy alto,Fácil,Mucho,Muy dispuestos,Sí,0,1,1,3,3,4,1,0,3.0,3.0,3,3,2,2,2,2,5,5,2,2,4,5,1.0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,1.0,0.5,1,0.5,0.25,0.25,1.0,0.0,0.0,0.0,1.0,0.5416666666666666,0.8333333333333334,0.2857142857142857,0.6651785714285714,0.650595238095238,0.6651785714285714,0.6276785714285713,0.6020833333333334,0.7092261904761905
INST_038,Puebla,No estoy seguro,1-10,1-5,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,1-3 horas,Medio,Diario,Sí,Fácil,Poco,Poco,Muy alto,Nada,Difícil,Mucho,Dispuestos,Sí,3,5,4,2,2,3,4,1,2.0,2.0,2,2,2,2,5,5,1,1,4,4,4,4,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.3333333333333333,0.5,0.75,0.0,0.25,0,0.25,0.25,1.0,0.0,0.25,0.0,0.0,0.0666666666666666,0.3958333333333333,0.0833333333333333,0.25,0.1989583333333333,0.2145833333333333,0.1989583333333333,0.23104166666666662,0.2164583333333333,0.18895833333333328
INST_039,Chihuahua,Privada,11-30,1-5,1-2,Inestable,WhatsApp,Papel,1-3 horas,Alto,Rara vez,No,Fácil,Poco,Medio,Alto,Alto,Fácil,Algo,Muy dispuestos,Sí,1,3,1,2,2,4,2,0,2.0,2.0,2,2,3,3,4,4,4,4,2,2,3,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.5,0.8,1.0,0.3333333333333333,0.25,0.25,0.6666666666666666,0.25,1,0.25,0.5,0.75,0.75,0.0,0.3333333333333333,0.0,0.6555555555555556,0.4583333333333333,0.6388888888888888,0.369047619047619,0.5304563492063492,0.5214285714285714,0.5304563492063492,0.5115674603174603,0.5026388888888889,0.5456150793650794
INST_040,Baja California,Asociación civil / ONG,11-30,16-30,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Alto,Diario,Sí,Moderado,Alto,Medio,Alto,Poco,Neutral,Mucho,Muy dispuestos,Sí,3,4,3,4,4,4,4,1,3.0,3.0,4,4,3,3,4,4,2,2,3,3,4,5,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,1.0,0.25,0.5,0.0,0.5,0,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.2166666666666666,0.5208333333333333,0.1666666666666666,0.3214285714285714,0.3063988095238095,0.3241071428571428,0.3063988095238095,0.33931547619047614,0.31937499999999996,0.30366071428571423
INST_041,Sonora,Pública,31-60,16-30,1-2,Muy inestable,WhatsApp,Papel,1-3 horas,Muy alto,Rara vez,No,Fácil,Poco,Poco,Medio,Muy alto,Muy fácil,Mucho,Muy dispuestos,Sí,1,2,1,2,2,5,2,0,2.0,2.0,2,2,2,2,3,3,5,5,1,1,4,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.25,1,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.7388888888888889,0.3333333333333333,0.6388888888888888,0.2857142857142857,0.4992063492063492,0.4839285714285714,0.4992063492063492,0.46365079365079365,0.45888888888888885,0.5268650793650793
INST_042,Ciudad de México,Privada,31-60,30+,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,1-3 horas,Alto,Diario,Sí,Moderado,Poco,Poco,Poco,Poco,Neutral,Mucho,Dispuestos,Sí,3,4,3,2,2,4,4,1,3.0,3.0,2,2,2,2,2,2,2,2,3,3,4,4,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,0.3333333333333333,0.25,0.5,0.0,0.5,0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.2166666666666666,0.3541666666666666,0.1666666666666666,0.1785714285714285,0.2290178571428571,0.23839285714285707,0.22901785714285708,0.24526785714285707,0.22770833333333326,0.23342261904761896
INST_043,Baja California,Privada,11-30,16-30,6+,Muy inestable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Alto,Medio,Muy alto,Poco,Muy difícil,Mucho,Poco dispuestos,No,3,2,4,3,3,1,4,1,5.0,5.0,4,4,3,3,5,5,2,2,5,5,4,2,0.0,1,1,1,1,0,0,4,0.0,0.75,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.75,0.5,1.0,0.25,0.75,0.0,1.0,0.3166666666666666,0.6666666666666666,0.3333333333333333,0.6071428571428571,0.4809523809523809,0.4976190476190475,0.4809523809523809,0.5151190476190476,0.5091666666666665,0.46559523809523806
INST_044,Guanajuato,Pública,11-30,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,Menos de 1 hora,Muy alto,Diario,Sí,Muy fácil,Nada,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,1,1,5,4,1,1.0,1.0,1,1,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.0625,0.0,0.0714285714285714,0.0501488095238095,0.0532738095238095,0.0501488095238095,0.05306547619047617,0.05395833333333331,0.05324404761904758
INST_045,Ciudad de México,Pública,1-10,1-5,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Medio,Diario,No,Moderado,Alto,Alto,Muy alto,Muy alto,Neutral,Mucho,Neutrales,Tal vez,2,4,2,2,2,3,4,0,3.0,3.0,4,4,4,4,5,5,5,5,3,3,4,3,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,0.5,1,0.75,0.75,1.0,1.0,0.5,0.0,0.5,0.3944444444444444,0.5,0.5,0.6428571428571429,0.5093253968253968,0.5093253968253968,0.5093253968253968,0.5146031746031746,0.5288888888888889,0.491626984126984
INST_046,Aguascalientes,Privada,31-60,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Medio,Diario,Sí,Moderado,Medio,Poco,Muy alto,Nada,Neutral,Mucho,Dispuestos,Sí,3,5,4,3,3,3,4,1,3.0,3.0,3,3,2,2,5,5,1,1,3,3,4,4,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,0.5,0.5,0.0,0.5,0,0.5,0.25,1.0,0.0,0.25,0.0,0.0,0.0666666666666666,0.4166666666666666,0.1666666666666666,0.2857142857142857,0.2339285714285714,0.24642857142857136,0.23392857142857137,0.26392857142857135,0.2508333333333333,0.2179761904761904
INST_047,Jalisco,Asociación civil / ONG,11-30,6-15,6+,Estable,WhatsApp,Mixto,3-5 horas,Medio,Diario,No,Moderado,Muy alto,Medio,Medio,Medio,Neutral,Mucho,Muy dispuestos,Sí,3,4,3,3,3,3,4,0,3.0,3.0,5,5,3,3,3,3,3,3,3,3,4,5,1.0,0,1,0,0,0,0,1,0.0,0.25,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.5,1,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.35,0.5,0.5,0.3571428571428571,0.4267857142857143,0.4267857142857143,0.4267857142857143,0.4342857142857143,0.42000000000000004,0.41892857142857143
INST_048,Estado de México,Privada,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Mixto,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Medio,Medio,Muy alto,Poco,Muy difícil,Mucho,Nada dispuestos,No,2,4,3,3,3,1,4,1,5.0,5.0,3,3,3,3,5,5,2,2,5,5,4,1,0.0,1,1,1,1,0,0,4,0.3333333333333333,0.25,0.2,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.5,0.5,1.0,0.25,1.0,0.0,1.0,0.261111111111111,0.75,0.3333333333333333,0.6071428571428571,0.4878968253968253,0.5087301587301587,0.48789682539682533,0.5331746031746031,0.5188888888888888,0.46698412698412695
INST_049,Jalisco,Mixta,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy bajo,Diario,Sí,Difícil,Medio,Alto,Muy alto,Poco,Difícil,Mucho,Poco dispuestos,No,2,4,3,3,3,1,4,1,4.0,4.0,3,3,4,4,5,5,2,2,4,4,4,2,0.0,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,0.75,0.0,0.75,0,0.5,0.75,1.0,0.25,0.75,0.0,1.0,0.3277777777777778,0.6875,0.25,0.6071428571428571,0.4681051587301587,0.48998015873015865,0.4681051587301587,0.5079662698412698,0.49993055555555554,0.45802579365079366
INST_050,Tabasco,Privada,11-30,1-5,6+,Muy estable,Excel;WhatsApp;Software especializado,Software,1-3 horas,Medio,Diario,Sí,Fácil,Poco,Poco,Muy alto,Nada,Neutral,Mucho,Muy dispuestos,Sí,3,5,4,2,2,3,4,1,2.0,2.0,2,2,2,2,5,5,1,1,3,3,4,5,1.0,1,1,0,1,0,0,3,0.0,0.0,0.4,0.0,0.3333333333333333,0.5,0.5,0.0,0.25,0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.3333333333333333,0.0833333333333333,0.2142857142857142,0.1910714285714286,0.20357142857142851,0.19107142857142853,0.21357142857142852,0.2016666666666666,0.18952380952380948
INST_051,Guanajuato,Pública,11-30,6-15,0,Muy inestable,Ninguna,Papel,Menos de 1 hora,Muy alto,Nunca,No,Fácil,Nada,Poco,Medio,Muy alto,Muy fácil,Mucho,Muy dispuestos,Sí,0,2,1,1,1,5,1,0,2.0,2.0,1,1,2,2,3,3,5,5,1,1,4,5,1.0,0,0,0,0,0,1,0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.25,1,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.9166666666666666,0.25,0.75,0.25,0.5416666666666666,0.5166666666666666,0.5416666666666666,0.4833333333333334,0.4833333333333334,0.5833333333333334
INST_052,Jalisco,Privada,11-30,1-5,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,Menos de 1 hora,Muy alto,Diario,Sí,Muy fácil,Nada,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,1,1,5,4,1,1.0,1.0,1,1,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.0625,0.0,0.0714285714285714,0.0501488095238095,0.0532738095238095,0.0501488095238095,0.05306547619047617,0.05395833333333331,0.05324404761904758
INST_053,Ciudad de México,Privada,11-30,6-15,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Medio,Diario,No,,Alto,Alto,Alto,Alto,Difícil,Mucho,Dispuestos,Sí,3,4,3,3,3,3,4,0,,,4,4,4,4,4,4,4,4,4,4,4,4,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,0.6666666666666666,0.5,0.75,0.0,,1,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.2166666666666666,0.5625,0.5,0.4642857142857143,0.4358630952380953,0.43898809523809523,0.4358630952380952,0.45627976190476194,0.4464583333333333,0.40931547619047615
INST_054,Sonora,Privada,31-60,6-15,1-2,Muy inestable,WhatsApp,Papel,3-5 horas,Muy alto,Semanal,No,Fácil,Poco,Poco,Poco,Alto,Muy fácil,Mucho,Muy dispuestos,Sí,1,2,1,3,3,5,3,0,2.0,2.0,2,2,2,2,2,2,4,4,1,1,4,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.25,1,0.25,0.25,0.25,0.75,0.0,0.0,0.0,0.7388888888888889,0.4166666666666666,0.5277777777777778,0.2142857142857142,0.4744047619047618,0.46884920634920635,0.47440476190476183,0.45273809523809516,0.43249999999999994,0.5111904761904762
INST_055,Nuevo León,Asociación civil / ONG,31-60,30+,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,5+ horas,Bajo,Diario,Sí,Difícil,Muy alto,Muy alto,Medio,Poco,Neutral,Mucho,Dispuestos,Tal vez,3,5,4,4,4,2,4,1,4.0,4.0,5,5,5,5,3,3,2,2,3,3,4,4,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,1.0,0.75,0.5,0.0,0.75,0,1.0,1.0,0.5,0.25,0.25,0.0,0.5,0.0666666666666666,0.5625,0.25,0.5,0.3447916666666666,0.3604166666666666,0.34479166666666666,0.3852083333333333,0.3789583333333333,0.31395833333333334
INST_056,Nuevo León,Pública,60+,30+,3-5,Estable,Excel;WhatsApp;Otra,Mixto,5+ horas,Bajo,Rara vez,Sí,Muy difícil,Muy alto,Muy alto,Medio,Medio,Difícil,Algo,Neutrales,Tal vez,2,4,3,4,4,2,2,1,5.0,5.0,5,5,5,5,3,3,3,3,4,4,3,3,0.5,1,1,0,0,1,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,1.0,0.75,0.75,0.6666666666666666,1.0,0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3277777777777778,0.7083333333333333,0.5555555555555555,0.6190476190476192,0.5526785714285714,0.5603174603174603,0.5526785714285714,0.5793452380952381,0.5704166666666667,0.5267261904761905
INST_057,Ciudad de México,Asociación civil / ONG,31-60,16-30,3-5,Muy estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Bajo,Diario,Sí,Difícil,Muy alto,Alto,Medio,Poco,Difícil,Mucho,Dispuestos,Tal vez,2,5,3,4,4,2,4,1,4.0,4.0,5,5,4,4,3,3,2,2,4,4,4,4,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.0,0.4,0.3333333333333333,1.0,0.75,0.75,0.0,0.75,0,1.0,0.75,0.5,0.25,0.25,0.0,0.5,0.2444444444444444,0.7083333333333333,0.25,0.4642857142857143,0.416765873015873,0.4396825396825397,0.416765873015873,0.4628769841269841,0.43847222222222215,0.4054960317460317
INST_058,Baja California,Asociación civil / ONG,11-30,6-15,3-5,Muy estable,Excel;WhatsApp;Google Drive / Docs,Excel,5+ horas,Bajo,Semanal,Sí,Difícil,Muy alto,Alto,Alto,Poco,Muy difícil,Mucho,Poco dispuestos,Tal vez,2,5,2,4,4,2,3,1,4.0,4.0,5,5,4,4,4,4,2,2,5,5,4,2,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.0,0.4,0.6666666666666666,1.0,0.75,1.0,0.3333333333333333,0.75,0,1.0,0.75,0.75,0.25,0.75,0.0,0.5,0.2444444444444444,0.8541666666666666,0.3611111111111111,0.5714285714285714,0.5077876984126983,0.5324404761904762,0.5077876984126983,0.5629265873015873,0.5346527777777778,0.4856051587301587
INST_059,Estado de México,Mixta,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy bajo,Semanal,Sí,Muy difícil,Medio,Alto,Muy alto,Poco,Muy difícil,Mucho,Poco dispuestos,No,2,4,3,3,3,1,3,1,5.0,5.0,3,3,4,4,5,5,2,2,5,5,4,2,0.0,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0,0.5,0.75,1.0,0.25,0.75,0.0,1.0,0.3277777777777778,0.75,0.4444444444444444,0.6071428571428571,0.5323412698412698,0.5476190476190476,0.5323412698412698,0.5687301587301588,0.5544444444444445,0.5125396825396825
INST_060,Puebla,Asociación civil / ONG,31-60,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,1-3 horas,Medio,Diario,Sí,Moderado,Poco,Poco,Muy alto,Nada,Muy difícil,Mucho,Poco dispuestos,Tal vez,3,5,4,2,2,3,4,1,3.0,3.0,2,2,2,2,5,5,1,1,5,5,4,2,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.3333333333333333,0.5,1.0,0.0,0.5,0,0.25,0.25,1.0,0.0,0.75,0.0,0.5,0.0666666666666666,0.4583333333333333,0.1666666666666666,0.3928571428571428,0.2711309523809523,0.28571428571428564,0.2711309523809523,0.305297619047619,0.29874999999999996,0.24982142857142853
INST_061,Coahuila,Asociación civil / ONG,60+,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Alto,Semanal,Sí,Moderado,Muy alto,Muy alto,Medio,Poco,Neutral,Mucho,Dispuestos,Tal vez,2,4,3,4,4,4,3,1,3.0,3.0,5,5,5,5,3,3,2,2,3,3,4,4,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.5,0,1.0,1.0,0.5,0.25,0.25,0.0,0.5,0.3277777777777778,0.5208333333333333,0.2777777777777777,0.5,0.4065972222222221,0.41874999999999996,0.40659722222222217,0.42840277777777774,0.4263194444444444,0.4004861111111111
INST_062,Ciudad de México,Privada,60+,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Mixto,5+ horas,Alto,Diario,Sí,Moderado,Medio,Nada,Poco,Poco,Neutral,Mucho,Neutrales,No,3,5,3,4,4,4,4,1,3.0,3.0,3,3,1,1,2,2,2,2,3,3,4,3,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.3333333333333333,1.0,0.25,0.5,0.0,0.5,0,0.5,0.0,0.25,0.25,0.5,0.0,1.0,0.0666666666666666,0.5208333333333333,0.1666666666666666,0.3571428571428571,0.2778273809523809,0.29553571428571423,0.2778273809523809,0.31824404761904757,0.3018749999999999,0.2583035714285714
INST_063,Baja California,Privada,11-30,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,1-3 horas,Muy alto,Diario,Sí,Fácil,Poco,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,2,2,5,4,1,2.0,2.0,2,2,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.1458333333333333,0.0833333333333333,0.1071428571428571,0.1007440476190476,0.10386904761904757,0.10074404761904757,0.1078273809523809,0.10395833333333328,0.09788690476190472
INST_064,Chihuahua,Mixta,11-30,6-15,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Muy bajo,Semanal,Sí,Moderado,Poco,Medio,Poco,Alto,Fácil,Mucho,Muy dispuestos,Tal vez,2,4,2,2,2,1,3,1,3.0,3.0,2,2,3,3,2,2,4,4,2,2,4,5,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.5,0,0.25,0.5,0.25,0.75,0.0,0.0,0.5,0.3944444444444444,0.5625,0.2777777777777777,0.3214285714285714,0.3890376984126983,0.4032738095238094,0.38903769841269836,0.41167658730158724,0.3875694444444444,0.3985218253968253
INST_065,Morelos,Pública,11-30,6-15,1-2,Muy inestable,WhatsApp,Papel,3-5 horas,Alto,Rara vez,No,Moderado,Medio,Poco,Poco,Muy alto,Fácil,Mucho,Dispuestos,Sí,1,2,1,3,3,4,2,0,3.0,3.0,3,3,2,2,2,2,5,5,2,2,4,4,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.6666666666666666,0.25,0.25,0.6666666666666666,0.5,1,0.5,0.25,0.25,1.0,0.25,0.0,0.0,0.7388888888888889,0.5416666666666666,0.7222222222222222,0.3214285714285714,0.5810515873015873,0.5720238095238095,0.5810515873015873,0.5621626984126984,0.5401388888888888,0.6027579365079365
INST_066,Zacatecas,Mixta,11-30,6-15,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Muy bajo,Semanal,Sí,Fácil,Poco,Medio,Poco,Alto,Fácil,Mucho,Muy dispuestos,Tal vez,2,4,2,2,2,1,3,1,2.0,2.0,2,2,3,3,2,2,4,4,2,2,4,5,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.25,0,0.25,0.5,0.25,0.75,0.0,0.0,0.5,0.3944444444444444,0.5625,0.1944444444444444,0.3214285714285714,0.368204365079365,0.38660714285714276,0.36820436507936505,0.3950099206349206,0.37090277777777775,0.38185515873015863
INST_067,Nayarit,Pública,31-60,16-30,3-5,Estable,Excel;WhatsApp,Excel,3-5 horas,Medio,Semanal,Sí,Difícil,Alto,Alto,Medio,Poco,Neutral,Mucho,Neutrales,Tal vez,2,4,2,3,3,3,3,1,4.0,4.0,4,4,4,4,3,3,2,2,3,3,4,3,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.75,0,0.75,0.75,0.5,0.25,0.5,0.0,0.5,0.3944444444444444,0.5833333333333333,0.3611111111111111,0.4642857142857143,0.4507936507936507,0.4619047619047618,0.45079365079365075,0.4713492063492063,0.45944444444444443,0.44896825396825396
