institution_id,state,institution_type,children_served,staff_size,available_devices,internet_stability,current_digital_tools,registration_system_type,admin_time_load,administrative_organization,digital_usage_frequency,previous_digital_implementation,implementation_difficulty,time_constraint,staffing_constraint,training_deficit,resource_constraint,system_change_resistance,perceived_digital_utility,tool_adoption_willingness,pilot_openness,available_devices_encoded,internet_stability_encoded,registration_system_type_encoded,admin_time_load_encoded,admin_time_load_norm,administrative_organization_encoded,digital_usage_frequency_encoded,previous_digital_implementation_encoded,implementation_difficulty_encoded,implementation_difficulty_norm,time_constraint_encoded,time_constraint_norm,staffing_constraint_encoded,staffing_constraint_norm,training_deficit_encoded,training_deficit_norm,resource_constraint_encoded,resource_constraint_norm,system_change_resistance_encoded,system_change_resistance_norm,perceived_digital_utility_encoded,tool_adoption_willingness_encoded,pilot_openness_encoded,uses_excel,uses_whatsapp,uses_google_workspace,uses_specialized_software,uses_other_tool,uses_no_tool,digital_tool_variety,device_constraint,internet_stability_constraint,digital_tool_variety_constraint,recording_system_constraint,admin_time_load_constraint,administrative_disorganization_constraint,system_change_resistance_constraint,digital_usage_constraint_score,implementation_difficulty_constraint,previous_implementation_constraint,time_constraint_score,staffing_constraint_score,training_deficit_score,resource_constraint_score,willingness_constraint_score,perceived_utility_constraint,pilot_openness_constraint,ICI,OCI,OLI,HCARI,AFS_baseline,AFS_theoretical,friction_archetype
INST_040,Baja California,Asociación civil / ONG,11-30,16-30,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Alto,Diario,Sí,Moderado,Alto,Medio,Alto,Poco,Neutral,Mucho,Muy dispuestos,Sí,3,4,3,4,4,4,4,1,3.0,3.0,4,4,3,3,4,4,2,2,3,3,4,5,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,1.0,0.25,0.5,0.0,0.5,0,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.2166666666666666,0.5208333333333333,0.1666666666666666,0.3214285714285714,0.3063988095238095,0.3241071428571428,Organizationally-Limited
INST_041,Sonora,Pública,31-60,16-30,1-2,Muy inestable,WhatsApp,Papel,1-3 horas,Muy alto,Rara vez,No,Fácil,Poco,Poco,Medio,Muy alto,Muy fácil,Mucho,Muy dispuestos,Sí,1,2,1,2,2,5,2,0,2.0,2.0,2,2,2,2,3,3,5,5,1,1,4,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.25,1,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.7388888888888889,0.3333333333333333,0.6388888888888888,0.2857142857142857,0.4992063492063492,0.4839285714285714,Infrastructure-Limited
INST_042,Ciudad de México,Privada,31-60,30+,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,1-3 horas,Alto,Diario,Sí,Moderado,Poco,Poco,Poco,Poco,Neutral,Mucho,Dispuestos,Sí,3,4,3,2,2,4,4,1,3.0,3.0,2,2,2,2,2,2,2,2,3,3,4,4,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,0.3333333333333333,0.25,0.5,0.0,0.5,0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.2166666666666666,0.3541666666666666,0.1666666666666666,0.1785714285714285,0.2290178571428571,0.2383928571428571,Organizationally-Limited
INST_043,Baja California,Privada,11-30,16-30,6+,Muy inestable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Alto,Medio,Muy alto,Poco,Muy difícil,Mucho,Poco dispuestos,No,3,2,4,3,3,1,4,1,5.0,5.0,4,4,3,3,5,5,2,2,5,5,4,2,0.0,1,1,1,1,0,0,4,0.0,0.75,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.75,0.5,1.0,0.25,0.75,0.0,1.0,0.3166666666666666,0.6666666666666666,0.3333333333333333,0.6071428571428571,0.4809523809523809,0.4976190476190476,Organizationally-Limited
INST_044,Guanajuato,Pública,11-30,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,Menos de 1 hora,Muy alto,Diario,Sí,Muy fácil,Nada,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,1,1,5,4,1,1.0,1.0,1,1,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.0625,0.0,0.0714285714285714,0.0501488095238095,0.0532738095238095,Human-Capacity-Limited
INST_045,Ciudad de México,Pública,1-10,1-5,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Medio,Diario,No,Moderado,Alto,Alto,Muy alto,Muy alto,Neutral,Mucho,Neutrales,Tal vez,2,4,2,2,2,3,4,0,3.0,3.0,4,4,4,4,5,5,5,5,3,3,4,3,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,0.5,1,0.75,0.75,1.0,1.0,0.5,0.0,0.5,0.3944444444444444,0.5,0.5,0.6428571428571429,0.5093253968253968,0.5093253968253968,Human-Capacity-Limited
INST_046,Aguascalientes,Privada,31-60,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Medio,Diario,Sí,Moderado,Medio,Poco,Muy alto,Nada,Neutral,Mucho,Dispuestos,Sí,3,5,4,3,3,3,4,1,3.0,3.0,3,3,2,2,5,5,1,1,3,3,4,4,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,0.5,0.5,0.0,0.5,0,0.5,0.25,1.0,0.0,0.25,0.0,0.0,0.0666666666666666,0.4166666666666666,0.1666666666666666,0.2857142857142857,0.2339285714285714,0.2464285714285714,Organizationally-Limited
INST_047,Jalisco,Asociación civil / ONG,11-30,6-15,6+,Estable,WhatsApp,Mixto,3-5 horas,Medio,Diario,No,Moderado,Muy alto,Medio,Medio,Medio,Neutral,Mucho,Muy dispuestos,Sí,3,4,3,3,3,3,4,0,3.0,3.0,5,5,3,3,3,3,3,3,3,3,4,5,1.0,0,1,0,0,0,0,1,0.0,0.25,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.5,1,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.35,0.5,0.5,0.3571428571428571,0.4267857142857143,0.4267857142857143,Organizationally-Limited
INST_048,Estado de México,Privada,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Mixto,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Medio,Medio,Muy alto,Poco,Muy difícil,Mucho,Nada dispuestos,No,2,4,3,3,3,1,4,1,5.0,5.0,3,3,3,3,5,5,2,2,5,5,4,1,0.0,1,1,1,1,0,0,4,0.3333333333333333,0.25,0.2,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.5,0.5,1.0,0.25,1.0,0.0,1.0,0.261111111111111,0.75,0.3333333333333333,0.6071428571428571,0.4878968253968253,0.5087301587301587,Organizationally-Limited
INST_049,Jalisco,Mixta,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy bajo,Diario,Sí,Difícil,Medio,Alto,Muy alto,Poco,Difícil,Mucho,Poco dispuestos,No,2,4,3,3,3,1,4,1,4.0,4.0,3,3,4,4,5,5,2,2,4,4,4,2,0.0,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,0.75,0.0,0.75,0,0.5,0.75,1.0,0.25,0.75,0.0,1.0,0.3277777777777778,0.6875,0.25,0.6071428571428571,0.4681051587301587,0.4899801587301586,Organizationally-Limited
INST_050,Tabasco,Privada,11-30,1-5,6+,Muy estable,Excel;WhatsApp;Software especializado,Software,1-3 horas,Medio,Diario,Sí,Fácil,Poco,Poco,Muy alto,Nada,Neutral,Mucho,Muy dispuestos,Sí,3,5,4,2,2,3,4,1,2.0,2.0,2,2,2,2,5,5,1,1,3,3,4,5,1.0,1,1,0,1,0,0,3,0.0,0.0,0.4,0.0,0.3333333333333333,0.5,0.5,0.0,0.25,0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.3333333333333333,0.0833333333333333,0.2142857142857142,0.1910714285714286,0.2035714285714285,Organizationally-Limited
INST_051,Guanajuato,Pública,11-30,6-15,0,Muy inestable,Ninguna,Papel,Menos de 1 hora,Muy alto,Nunca,No,Fácil,Nada,Poco,Medio,Muy alto,Muy fácil,Mucho,Muy dispuestos,Sí,0,2,1,1,1,5,1,0,2.0,2.0,1,1,2,2,3,3,5,5,1,1,4,5,1.0,0,0,0,0,0,1,0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.25,1,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.9166666666666666,0.25,0.75,0.25,0.5416666666666666,0.5166666666666666,Infrastructure-Limited
INST_052,Jalisco,Privada,11-30,1-5,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,Menos de 1 hora,Muy alto,Diario,Sí,Muy fácil,Nada,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,1,1,5,4,1,1.0,1.0,1,1,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.0625,0.0,0.0714285714285714,0.0501488095238095,0.0532738095238095,Human-Capacity-Limited
INST_053,Ciudad de México,Privada,11-30,6-15,6+,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Medio,Diario,No,,Alto,Alto,Alto,Alto,Difícil,Mucho,Dispuestos,Sí,3,4,3,3,3,3,4,0,,,4,4,4,4,4,4,4,4,4,4,4,4,1.0,1,1,1,0,0,0,3,0.0,0.25,0.4,0.3333333333333333,0.6666666666666666,0.5,0.75,0.0,,1,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.2166666666666666,0.5625,0.5,0.4642857142857143,0.4358630952380953,0.4389880952380952,Organizationally-Limited
INST_054,Sonora,Privada,31-60,6-15,1-2,Muy inestable,WhatsApp,Papel,3-5 horas,Muy alto,Semanal,No,Fácil,Poco,Poco,Poco,Alto,Muy fácil,Mucho,Muy dispuestos,Sí,1,2,1,3,3,5,3,0,2.0,2.0,2,2,2,2,2,2,4,4,1,1,4,5,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.25,1,0.25,0.25,0.25,0.75,0.0,0.0,0.0,0.7388888888888889,0.4166666666666666,0.5277777777777778,0.2142857142857142,0.4744047619047618,0.4688492063492063,Infrastructure-Limited
INST_055,Nuevo León,Asociación civil / ONG,31-60,30+,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,5+ horas,Bajo,Diario,Sí,Difícil,Muy alto,Muy alto,Medio,Poco,Neutral,Mucho,Dispuestos,Tal vez,3,5,4,4,4,2,4,1,4.0,4.0,5,5,5,5,3,3,2,2,3,3,4,4,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,1.0,0.75,0.5,0.0,0.75,0,1.0,1.0,0.5,0.25,0.25,0.0,0.5,0.0666666666666666,0.5625,0.25,0.5,0.3447916666666666,0.3604166666666666,Organizationally-Limited
INST_056,Nuevo León,Pública,60+,30+,3-5,Estable,Excel;WhatsApp;Otra,Mixto,5+ horas,Bajo,Rara vez,Sí,Muy difícil,Muy alto,Muy alto,Medio,Medio,Difícil,Algo,Neutrales,Tal vez,2,4,3,4,4,2,2,1,5.0,5.0,5,5,5,5,3,3,3,3,4,4,3,3,0.5,1,1,0,0,1,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,1.0,0.75,0.75,0.6666666666666666,1.0,0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3277777777777778,0.7083333333333333,0.5555555555555555,0.6190476190476192,0.5526785714285714,0.5603174603174603,Organizationally-Limited
INST_057,Ciudad de México,Asociación civil / ONG,31-60,16-30,3-5,Muy estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Bajo,Diario,Sí,Difícil,Muy alto,Alto,Medio,Poco,Difícil,Mucho,Dispuestos,Tal vez,2,5,3,4,4,2,4,1,4.0,4.0,5,5,4,4,3,3,2,2,4,4,4,4,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.0,0.4,0.3333333333333333,1.0,0.75,0.75,0.0,0.75,0,1.0,0.75,0.5,0.25,0.25,0.0,0.5,0.2444444444444444,0.7083333333333333,0.25,0.4642857142857143,0.416765873015873,0.4396825396825397,Organizationally-Limited
INST_058,Baja California,Asociación civil / ONG,11-30,6-15,3-5,Muy estable,Excel;WhatsApp;Google Drive / Docs,Excel,5+ horas,Bajo,Semanal,Sí,Difícil,Muy alto,Alto,Alto,Poco,Muy difícil,Mucho,Poco dispuestos,Tal vez,2,5,2,4,4,2,3,1,4.0,4.0,5,5,4,4,4,4,2,2,5,5,4,2,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.0,0.4,0.6666666666666666,1.0,0.75,1.0,0.3333333333333333,0.75,0,1.0,0.75,0.75,0.25,0.75,0.0,0.5,0.2444444444444444,0.8541666666666666,0.3611111111111111,0.5714285714285714,0.5077876984126983,0.5324404761904762,Organizationally-Limited
INST_059,Estado de México,Mixta,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy bajo,Semanal,Sí,Muy difícil,Medio,Alto,Muy alto,Poco,Muy difícil,Mucho,Poco dispuestos,No,2,4,3,3,3,1,3,1,5.0,5.0,3,3,4,4,5,5,2,2,5,5,4,2,0.0,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0,0.5,0.75,1.0,0.25,0.75,0.0,1.0,0.3277777777777778,0.75,0.4444444444444444,0.6071428571428571,0.5323412698412698,0.5476190476190476,Organizationally-Limited
INST_060,Puebla,Asociación civil / ONG,31-60,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,1-3 horas,Medio,Diario,Sí,Moderado,Poco,Poco,Muy alto,Nada,Muy difícil,Mucho,Poco dispuestos,Tal vez,3,5,4,2,2,3,4,1,3.0,3.0,2,2,2,2,5,5,1,1,5,5,4,2,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.3333333333333333,0.5,1.0,0.0,0.5,0,0.25,0.25,1.0,0.0,0.75,0.0,0.5,0.0666666666666666,0.4583333333333333,0.1666666666666666,0.3928571428571428,0.2711309523809523,0.2857142857142857,Organizationally-Limited
INST_061,Coahuila,Asociación civil / ONG,60+,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Alto,Semanal,Sí,Moderado,Muy alto,Muy alto,Medio,Poco,Neutral,Mucho,Dispuestos,Tal vez,2,4,3,4,4,4,3,1,3.0,3.0,5,5,5,5,3,3,2,2,3,3,4,4,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.5,0,1.0,1.0,0.5,0.25,0.25,0.0,0.5,0.3277777777777778,0.5208333333333333,0.2777777777777777,0.5,0.4065972222222221,0.4187499999999999,Organizationally-Limited
INST_062,Ciudad de México,Privada,60+,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Mixto,5+ horas,Alto,Diario,Sí,Moderado,Medio,Nada,Poco,Poco,Neutral,Mucho,Neutrales,No,3,5,3,4,4,4,4,1,3.0,3.0,3,3,1,1,2,2,2,2,3,3,4,3,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.3333333333333333,1.0,0.25,0.5,0.0,0.5,0,0.5,0.0,0.25,0.25,0.5,0.0,1.0,0.0666666666666666,0.5208333333333333,0.1666666666666666,0.3571428571428571,0.2778273809523809,0.2955357142857142,Organizationally-Limited
INST_063,Baja California,Privada,11-30,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,1-3 horas,Muy alto,Diario,Sí,Fácil,Poco,Poco,Poco,Nada,Fácil,Mucho,Muy dispuestos,Sí,3,5,4,2,2,5,4,1,2.0,2.0,2,2,2,2,2,2,1,1,2,2,4,5,1.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0666666666666666,0.1458333333333333,0.0833333333333333,0.1071428571428571,0.1007440476190476,0.1038690476190476,Organizationally-Limited
INST_064,Chihuahua,Mixta,11-30,6-15,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Muy bajo,Semanal,Sí,Moderado,Poco,Medio,Poco,Alto,Fácil,Mucho,Muy dispuestos,Tal vez,2,4,2,2,2,1,3,1,3.0,3.0,2,2,3,3,2,2,4,4,2,2,4,5,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.5,0,0.25,0.5,0.25,0.75,0.0,0.0,0.5,0.3944444444444444,0.5625,0.2777777777777777,0.3214285714285714,0.3890376984126983,0.4032738095238095,Organizationally-Limited
INST_065,Morelos,Pública,11-30,6-15,1-2,Muy inestable,WhatsApp,Papel,3-5 horas,Alto,Rara vez,No,Moderado,Medio,Poco,Poco,Muy alto,Fácil,Mucho,Dispuestos,Sí,1,2,1,3,3,4,2,0,3.0,3.0,3,3,2,2,2,2,5,5,2,2,4,4,1.0,0,1,0,0,0,0,1,0.6666666666666666,0.75,0.8,1.0,0.6666666666666666,0.25,0.25,0.6666666666666666,0.5,1,0.5,0.25,0.25,1.0,0.25,0.0,0.0,0.7388888888888889,0.5416666666666666,0.7222222222222222,0.3214285714285714,0.5810515873015873,0.5720238095238096,Infrastructure-Limited
INST_066,Zacatecas,Mixta,11-30,6-15,3-5,Estable,Excel;WhatsApp,Excel,1-3 horas,Muy bajo,Semanal,Sí,Fácil,Poco,Medio,Poco,Alto,Fácil,Mucho,Muy dispuestos,Tal vez,2,4,2,2,2,1,3,1,2.0,2.0,2,2,3,3,2,2,4,4,2,2,4,5,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.25,0,0.25,0.5,0.25,0.75,0.0,0.0,0.5,0.3944444444444444,0.5625,0.1944444444444444,0.3214285714285714,0.368204365079365,0.3866071428571427,Organizationally-Limited
INST_067,Nayarit,Pública,31-60,16-30,3-5,Estable,Excel;WhatsApp,Excel,3-5 horas,Medio,Semanal,Sí,Difícil,Alto,Alto,Medio,Poco,Neutral,Mucho,Neutrales,Tal vez,2,4,2,3,3,3,3,1,4.0,4.0,4,4,4,4,3,3,2,2,3,3,4,3,0.5,1,1,0,0,0,0,2,0.3333333333333333,0.25,0.6,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.75,0,0.75,0.75,0.5,0.25,0.5,0.0,0.5,0.3944444444444444,0.5833333333333333,0.3611111111111111,0.4642857142857143,0.4507936507936507,0.4619047619047618,Organizationally-Limited
INST_068,Jalisco,Asociación civil / ONG,60+,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,5+ horas,Bajo,Semanal,Sí,Difícil,Muy alto,Alto,Alto,Medio,Difícil,Mucho,Neutrales,Tal vez,2,4,3,4,4,2,3,1,4.0,4.0,5,5,4,4,4,4,3,3,4,4,4,3,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,1.0,0.75,0.75,0.3333333333333333,0.75,0,1.0,0.75,0.75,0.5,0.5,0.0,0.5,0.3277777777777778,0.7083333333333333,0.3611111111111111,0.5714285714285714,0.4921626984126984,0.5095238095238095,Organizationally-Limited
INST_069,Chihuahua,Mixta,11-30,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Alto,Diario,Sí,Moderado,Alto,Muy alto,Medio,Nada,Neutral,Mucho,Dispuestos,Tal vez,3,5,4,3,3,4,4,1,3.0,3.0,4,4,5,5,3,3,1,1,3,3,4,4,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,0.25,0.5,0.0,0.5,0,0.75,1.0,0.5,0.0,0.25,0.0,0.5,0.0666666666666666,0.3541666666666666,0.1666666666666666,0.4285714285714285,0.2540178571428571,0.2633928571428571,Human-Capacity-Limited
INST_070,Ciudad de México,Asociación civil / ONG,11-30,6-15,6+,Estable,Excel;WhatsApp;Google Drive / Docs;Otra,Mixto,1-3 horas,Medio,Diario,Sí,Moderado,Muy alto,Muy alto,Muy alto,Muy alto,Neutral,Algo,Neutrales,Tal vez,3,4,3,2,2,3,4,1,3.0,3.0,5,5,5,5,5,5,5,5,3,3,3,3,0.5,1,1,1,0,1,0,4,0.0,0.25,0.2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.5,0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.15,0.4166666666666666,0.1666666666666666,0.7619047619047619,0.3738095238095238,0.3863095238095237,Human-Capacity-Limited
INST_071,Chiapas,Asociación civil / ONG,31-60,6-15,1-2,Inestable,WhatsApp;Google Drive / Docs,Papel,3-5 horas,Muy alto,Semanal,No,Fácil,Poco,Medio,Medio,Muy alto,Muy fácil,Mucho,Muy dispuestos,Sí,1,3,1,3,3,5,3,0,2.0,2.0,2,2,3,3,3,3,5,5,1,1,4,5,1.0,0,1,1,0,0,0,2,0.6666666666666666,0.5,0.6,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.25,1,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.5888888888888889,0.4166666666666666,0.5277777777777778,0.3214285714285714,0.4636904761904761,0.4581349206349206,Infrastructure-Limited
INST_072,Estado de México,Pública,60+,6-15,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,5+ horas,Muy alto,Diario,Sí,Muy difícil,Muy alto,Alto,Muy alto,Poco,Muy difícil,Mucho,Nada dispuestos,No,3,5,4,4,4,5,4,1,5.0,5.0,5,5,4,4,5,5,2,2,5,5,4,1,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.0666666666666666,0.5,0.3333333333333333,0.7142857142857143,0.4035714285714286,0.4119047619047619,Human-Capacity-Limited
INST_073,Estado de México,Asociación civil / ONG,1-10,1-5,3-5,Inestable,Excel;WhatsApp;Software especializado,Excel,5+ horas,Muy alto,Diario,Sí,Fácil,Alto,Medio,Poco,Alto,Fácil,Mucho,Dispuestos,Sí,2,3,2,4,4,5,4,1,2.0,2.0,4,4,3,3,2,2,4,4,2,2,4,4,1.0,1,1,0,1,0,0,3,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.0,0.25,0.0,0.25,0,0.75,0.5,0.25,0.75,0.25,0.0,0.0,0.4111111111111111,0.4791666666666666,0.0833333333333333,0.3571428571428571,0.332688492063492,0.3524801587301587,Organizationally-Limited
INST_074,Guanajuato,Mixta,31-60,16-30,0,No hay acceso,Ninguna,Papel,1-3 horas,Alto,Nunca,No,Moderado,Poco,Poco,Medio,Muy alto,Fácil,Mucho,Muy dispuestos,Sí,0,1,1,2,2,4,1,0,3.0,3.0,2,2,2,2,3,3,5,5,2,2,4,5,1.0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,0.5,1,0.25,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.8333333333333334,0.2857142857142857,0.644345238095238,0.6255952380952381,Infrastructure-Limited
INST_075,Baja California,Privada,31-60,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Medio,Medio,Muy alto,Poco,Muy difícil,Mucho,Nada dispuestos,No,3,5,4,3,3,1,4,1,5.0,5.0,3,3,3,3,5,5,2,2,5,5,4,1,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.5,0.5,1.0,0.25,1.0,0.0,1.0,0.0666666666666666,0.6666666666666666,0.3333333333333333,0.6071428571428571,0.4184523809523809,0.4351190476190476,Organizationally-Limited
INST_076,Nuevo León,Asociación civil / ONG,60+,30+,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Mixto,5+ horas,Medio,Diario,Sí,Moderado,Muy alto,Muy alto,Poco,Poco,Fácil,Mucho,Dispuestos,Tal vez,3,5,3,4,4,3,4,1,3.0,3.0,5,5,5,5,2,2,2,2,2,2,4,4,0.5,1,1,1,1,0,0,4,0.0,0.0,0.2,0.3333333333333333,1.0,0.5,0.25,0.0,0.5,0,1.0,1.0,0.25,0.25,0.25,0.0,0.5,0.0666666666666666,0.5208333333333333,0.1666666666666666,0.4642857142857143,0.3046130952380952,0.3223214285714285,Organizationally-Limited
INST_077,Sonora,Asociación civil / ONG,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Muy alto,Diario,Sí,Fácil,Poco,Poco,Medio,Poco,Fácil,Mucho,Muy dispuestos,Sí,2,4,3,3,3,5,4,1,2.0,2.0,2,2,2,2,3,3,2,2,2,2,4,5,1.0,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,0.0,0.25,0.0,0.25,0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.3277777777777778,0.3125,0.0833333333333333,0.1785714285714285,0.2255456349206349,0.2370039682539682,Infrastructure-Limited
INST_078,Quintana Roo,Mixta,31-60,16-30,3-5,Estable,Excel;WhatsApp;Google Drive / Docs,Mixto,3-5 horas,Medio,Diario,Sí,Moderado,Muy alto,Alto,Poco,Poco,Fácil,Mucho,Dispuestos,Tal vez,2,4,3,3,3,3,4,1,3.0,3.0,5,5,4,4,2,2,2,2,2,2,4,4,0.5,1,1,1,0,0,0,3,0.3333333333333333,0.25,0.4,0.3333333333333333,0.6666666666666666,0.5,0.25,0.0,0.5,0,1.0,0.75,0.25,0.25,0.25,0.0,0.5,0.3277777777777778,0.4375,0.1666666666666666,0.4285714285714285,0.3401289682539682,0.3536706349206349,Organizationally-Limited
INST_079,Baja California Sur,Asociación civil / ONG,31-60,16-30,6+,Muy estable,Excel;WhatsApp;Google Drive / Docs;Software especializado,Software,3-5 horas,Muy bajo,Diario,Sí,Muy difícil,Medio,Medio,Muy alto,Poco,Muy difícil,Mucho,Poco dispuestos,No,3,5,4,3,3,1,4,1,5.0,5.0,3,3,3,3,5,5,2,2,5,5,4,2,0.0,1,1,1,1,0,0,4,0.0,0.0,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0,0.5,0.5,1.0,0.25,0.75,0.0,1.0,0.0666666666666666,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.4095238095238095,0.4261904761904762,Organizationally-Limited
