n_institutions,target_variable,mean_AFS_theoretical,std_AFS_theoretical,top_factor,top_factor_pearson,second_factor,second_factor_pearson,third_factor,third_factor_pearson,top_branch,top_branch_pearson
81,AFS_theoretical,0.4234996570644719,0.12763670960642795,implementation_difficulty_constraint,0.6951892192648772,device_constraint,0.571256109449267,digital_usage_constraint_score,0.567660768574673,HCARI,0.8624361822551465
