low_quantile,high_quantile,low_cutoff,high_cutoff,digital_standardized_difference,human_standardized_difference,digital_minus_human_effect,digital_raw_difference,human_raw_difference,n_low,n_high
0.2,0.8,0.2955357142857142,0.5375000000000001,1.6302404643477362,1.0328850061570243,0.5973554581907119,0.5544117647058824,0.22426470588235298,17,17
0.25,0.75,0.3300595238095237,0.5295634920634921,1.5345445444919434,0.8992335310797711,0.6353110134121723,0.49232804232804234,0.19940476190476186,21,21
0.3,0.7,0.3514880952380952,0.5095238095238095,1.5309462860143181,0.6579267794054466,0.8730195066088715,0.4936666666666667,0.14499999999999996,25,25
