institution_id,reference_profile,n_oob_predictions,ensemble_dominant_profile,ensemble_dominant_probability,reference_profile_probability,profile_1_probability,profile_2_probability,normalized_entropy,membership_margin,within_reference_profile_consensus,cross_profile_leakage,consensus_gap,family_consistency,minimum_family_dominant_probability,family_disagreement_count,ensemble_agrees_with_reference,certainty_class
INST_023,1,196,2,0.7602040816326531,0.2397959183673469,0.2397959183673469,0.7602040816326531,0.7947007340248459,0.5204081632653061,0.2824392686140726,0.769259547608051,-0.4868202789939784,0.1304347826086956,0.625,0,0,BOUNDARY
INST_007,1,195,1,0.5743589743589743,0.5743589743589743,0.5743589743589743,0.4256410256410256,0.9839866005586037,0.1487179487179486,0.5901438535641511,0.4531908032603334,0.1369530503038177,0.3863636363636363,0.5925925925925926,2,1,BOUNDARY
INST_043,1,196,1,1.0,1.0,1.0,0.0,-0.0,1.0,0.9529762281105768,0.0,0.9529762281105768,1.0,1.0,0,1,CORE
INST_046,1,210,1,1.0,1.0,1.0,0.0,-0.0,1.0,0.9430088016489204,0.0,0.9430088016489204,1.0,1.0,0,1,CORE
INST_071,2,198,2,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0574936949355833,0.9425063050644166,1.0,1.0,0,1,CORE
INST_065,2,175,2,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0586896513159346,0.9413103486840654,1.0,1.0,0,1,CORE
