institution_id,PC1,PC2,PC3,PC4,PC5
INST_001,6.260608295242709,-0.43159550667146085,1.4413448730909642,0.6761615838975418,-0.21412407990600246
INST_002,-0.8464983712151617,0.9755962825570531,-0.8404982200084237,-0.6220299871319185,-1.3509298132894603
INST_003,0.85014614703396,2.431757952855486,0.17118408343098585,1.5065156488683182,0.44003921601468554
INST_004,-0.7611178897012668,2.206374004403595,-0.36254878689947084,0.25436070342302725,0.1330355418027669
INST_005,0.4425809383822098,1.968483401978746,-1.071874019789241,0.1620957101004435,0.2423979122470219
INST_006,-1.8394904643529952,1.9256455199724316,1.331473461725852,-0.47442221365711806,0.018746256362330474
INST_007,1.4235706318391035,0.8233658578987865,0.43961675456854965,1.0746363747154648,-0.22211553310958707
INST_008,-0.93285285424213,-2.239231571798991,1.0357632059138704,0.7935946856675382,-0.27697565176372957
INST_009,0.4528548914395302,-1.7197888180745873,0.21401906144698313,-1.588800759429834,1.0860153604008684
INST_010,-0.5309547769252618,0.417402695572358,-0.6705667323014489,-0.4460876308851629,-1.6156587992654385
INST_011,-3.179216584846756,0.20244672576799033,1.5698484712604968,-0.2509027787377986,0.148305736894103
INST_012,-2.077942329227128,1.2334022001261036,2.206412460132549,-0.28509479392817816,0.4157109490672369
INST_013,-0.08611659124868194,0.3089714903301549,-2.552497699955561,-0.38058134267190297,-0.08015546815176218
INST_014,-2.5357272643447577,0.018566256158339053,-1.8543776699687562,-0.0430770201919547,0.6869933833796087
INST_015,-0.7423848044872825,-3.815182390066078,0.7336871555166774,0.2638995844290512,0.11239516004794292
INST_016,-2.673204630051783,0.3736493479781133,-2.205783554561275,0.5170431436840958,0.8653456436806818
INST_017,-2.6575892837680706,-1.493360611332283,2.2540124428735924,-0.05086115657148552,-0.4092772144095469
INST_018,-0.15514499262567058,-4.4029590030822305,-0.18480423087371178,0.2880977058558415,0.5437399888158193
INST_019,1.3381373512680281,0.039122761083413816,0.02224433484405582,-1.2845949741950056,1.3637393520998882
INST_020,-0.39929846387757173,-1.1964150768550006,1.8777483887985484,0.7101985025981395,-0.11687493460792506
INST_021,-1.2546733054875319,0.5028746711976495,-1.3090607630164401,-0.012156483329488875,-0.9557092373653683
INST_022,4.358407112016771,-0.6988541012353721,0.25790644516262007,0.3428632992964009,-0.5565113729553459
INST_023,1.8462818853771537,0.7241356598694619,0.2403718269578773,0.14018448094218644,0.5069141053572507
INST_024,-2.234790567446179,1.508469047315873,1.8692059320775043,-0.505448956867557,0.13772639137614529
INST_025,1.1586608454311282,2.9871079345539306,0.49347740389978617,0.9336477583857734,0.0813959872150933
INST_026,-1.5660585492389576,0.11951119204612834,-2.8378126748346286,0.477558278441143,0.4448939270067671
INST_027,4.827725493743068,2.4106433415561774,-0.11511141029748995,-0.4542093514811339,0.5502429797789072
INST_028,-1.624536575987921,0.009749896657132169,-1.0088604365552434,0.39184702061412013,-1.5039307030798155
INST_029,0.32942587899031944,1.62787703973093,0.23062135866179384,-0.3991157301923185,-0.14865548572536086
INST_030,0.04887182092104615,2.6863771165312187,2.061501654831711,-0.11329430606855635,0.12436903064831917
INST_031,-0.4732634116681166,-3.9435044711132683,-0.13812109537303174,0.684462618648122,0.01102113179589183
INST_032,-0.7303706793632334,0.4952888493733828,0.7458647646547227,-0.5635385701779729,1.332920255672948
INST_033,0.9346661252167158,-0.2660987781609442,-0.9224202845049224,-2.090186183986601,-0.9088984931118748
INST_034,3.971132199101662,-0.1290285091354778,0.17882776444975515,0.8284042528319187,-0.4449407500000759
INST_035,-3.519038883760467,0.7799307225007934,1.4884664422367626,0.10647756812464616,0.34176401042492205
INST_036,4.497956068801654,-0.016456576027779547,-0.2725716456461636,-0.4549838103287841,0.778277184465236
INST_037,5.456361066188413,1.2856895622572517,0.10300006721514415,-0.6993137601152744,-0.03508574173171914
INST_038,-2.0031018701466183,-2.15290492143846,1.4416375278563685,0.4291976877962587,-0.3727076035232363
INST_039,3.4211203755342776,0.07345586916159351,0.7614930876299214,1.1916418948883638,-0.23601561165274546
INST_040,-0.8074306703166485,-0.510636942119716,-1.2641074060605844,-0.06259068075730564,-1.1526175575166402
INST_041,4.655049665438911,-0.5373855031302307,0.319366466726744,0.08205069370364997,-0.7228110711823518
INST_042,0.07655648043719493,-2.3437960534580795,0.02769440936097723,-0.7957584041961056,0.28601923534641654
INST_043,-2.424857398174537,1.0033322488622824,1.422467996200729,-1.018257195324192,-0.4217553595794741
INST_044,-0.15514499262567058,-4.4029590030822305,-0.18480423087371178,0.2880977058558415,0.5437399888158193
INST_045,0.25557333767035134,1.0017594818014373,0.5338099867060548,1.0343705469633877,-0.8167046404516822
INST_046,-2.0451817366170446,-1.6603837626928637,0.4556806110937673,0.10764925681094151,-0.6453106309172574
INST_047,0.05720045475144045,-0.029574864033507627,-1.267460458057777,-0.02934653198719929,-0.2313501952206853
INST_048,-2.399406311294708,1.0440540433986287,2.1313957441907307,-0.6329853700380713,0.20535492319678086
INST_049,-1.7845569791442335,1.1099290051636312,1.3072095277886862,0.3169068341707722,0.438916277585834
INST_050,-1.2507751722891174,-2.4421130514932328,0.9688571960468424,0.8189697281290519,-0.31749850943525626
INST_051,5.963965741820562,-0.5930641047766018,1.3798848515268407,0.9369741894902931,-0.04782438167899761
INST_052,-0.15514499262567058,-4.4029590030822305,-0.18480423087371178,0.2880977058558415,0.5437399888158193
INST_053,-0.9655522199281461,0.46475663579416354,-0.5146430801388335,0.28543122310977836,-0.709584896216657
INST_054,4.117809482650332,-0.7098503020764914,-0.5459163833407147,-0.8406243602528359,-0.48637587626311257
INST_055,-2.458987551870072,0.5451298266583884,-2.214974111225383,0.4077276758079088,0.6578960998783496
INST_056,-0.716045309960051,2.418482293033278,-1.0923983467448088,0.4331993546986559,0.7729446573312082
INST_057,-1.5856108625918037,1.0104623248695774,-1.2916068993169723,-0.03304885412393521,0.6245385435033349
INST_058,-1.7554617936437042,2.264656365182827,0.08027825916804039,0.08229673936177166,0.33128347622437904
INST_059,-1.685090416381511,1.5734649527664906,1.6936972900162803,0.4818255915447824,0.5364831814032275
INST_060,-2.6575892837680706,-1.493360611332283,2.2540124428735924,-0.05086115657148552,-0.4092772144095469
INST_061,-0.5208944178229383,1.099084854262607,-2.1297815904035584,0.8350545590547659,-0.05834361545833163
INST_062,-1.0333242116901526,-1.6878345243357784,-0.5774054856945113,-2.217597475315225,-0.32206811115691614
INST_063,-0.4470224063041801,-3.695695344056513,-0.8984339437566592,-0.10802993547000832,0.2043553240759953
INST_064,1.6948823324461972,-0.5354587110355565,0.11444430756569957,-0.12560735197949924,1.8663702639110393
INST_065,3.940334916856445,0.6950368116857948,-0.035324770697344215,-1.100036825996923,-0.189282055038498
INST_066,1.6948823324461972,-0.5354587110355565,0.11444430756569957,-0.12560735197949924,1.8663702639110393
INST_067,0.17097716390820258,0.8409458169500145,-0.4632143085901259,0.42804085158793825,0.6248835796259816
INST_068,-1.110381999672073,1.957580557080856,-0.4767093452474119,0.014862735708484804,-0.0313129993604291
INST_069,-2.074837616498412,-0.7955944186221103,-1.8822160242048052,1.1678894618502722,0.2786654088757727
INST_070,-1.3033535898529367,0.9197139375108606,-0.5185612887137546,1.303198253767903,-0.9248241931869532
INST_071,3.4151724788119013,-0.3497158016298658,-0.6590998985475602,0.1398214409615451,-0.8142637867366572
INST_072,-3.3335055712834576,0.8797138951563627,-0.33704817545128135,0.2348706806713089,-1.920912455196927
INST_073,1.1689559976408195,-0.05775082757608573,-1.9451868921070967,-1.2239286842500994,-0.9836045607904541
INST_074,5.5656885344186815,0.7214007064216286,1.1950734553509104,0.07809539381099681,-0.15725793221926365
INST_075,-3.381561518053442,0.4248476306810188,1.8398723268292818,-0.4536425957514043,0.16341175012384904
INST_076,-1.5554729412293278,0.15930394909516252,-2.9938700717540643,0.20300966950667057,0.763725000350681
INST_077,0.7106752105464502,-2.223314444083312,-0.5499558532983942,-0.3141646935714949,-0.6873970948561147
INST_078,-0.29726952928351874,-0.022302864809714305,-1.9664068788974054,0.012585828301829832,0.8585491883702014
INST_079,-3.179216584846756,0.20244672576799025,1.5698484712604968,-0.25090277873779837,0.14830573689410312
INST_080,-0.08880003491761539,1.1050111647959429,0.23978162432121744,-1.667087303390141,-0.5512857629126436
INST_081,-1.1103819996720727,1.9575805570808562,-0.47670934524741176,0.014862735708484832,-0.03131299936042907
