n_institutions,n_empirical_clusters,n_legacy_archetypes,adjusted_rand_index,normalized_mutual_information,homogeneity,completeness,v_measure,chi_square,chi_square_p_value,cramers_v,cluster_modal_archetype_concentration,permutations,random_seed,ari_empirical_p_value,nmi_empirical_p_value,permuted_ari_mean,permuted_ari_p975,permuted_nmi_mean,permuted_nmi_p975,interpretation
81,2,5,0.45190542784721616,0.4909689495377046,0.3455574039558571,0.847671578135512,0.49096894953770465,69.20100939784199,3.3469397393468765e-14,0.9243016008620097,0.7901234567901234,10000,42,9.999000099990002e-05,9.999000099990002e-05,-0.000372655362293506,0.1262345948780701,0.03679856270487831,0.08662967243272511,Structural concordance only; FRICTA v1 is not ground truth.
