cluster_id,Human-Capacity-Limited,Infrastructure-Limited,Multi-Constraint,Operationally-Limited,Organizationally-Limited
1,1.0,0.07692307692307693,0.6666666666666666,1.0,1.0
2,0.0,0.9230769230769231,0.3333333333333333,0.0,0.0
