cluster_id,Human-Capacity-Limited,Infrastructure-Limited,Multi-Constraint,Operationally-Limited,Organizationally-Limited
1,0.14705882352941177,0.014705882352941176,0.029411764705882353,0.04411764705882353,0.7647058823529411
2,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0
