institution_id,certainty_class,current_profile,target_profile,transition_candidates_upto_4,plausible_candidates_upto_4,valid_plausible_candidates_upto_4,best_target_margin_upto_4,best_plausible_target_margin_upto_4,minimum_target_exemplar_l0,minimum_target_exemplar_cost,failure_mode
INST_023,BOUNDARY,1,2,56082,1245,1244,4.192249557956428,3.931938076159978,7,6.583322888912481,VALID_PLAUSIBLE_EXISTS
INST_007,BOUNDARY,1,2,41823,277,277,4.266795920986513,3.559347518455261,8,7.499987750028375,VALID_PLAUSIBLE_EXISTS
INST_043,CORE,1,2,4,0,0,0.25612327134823776,,10,18.49996241676032,TRANSITIONS_EXIST_BUT_FAIL_PLAUSIBILITY
INST_046,CORE,1,2,93,0,0,1.2316356315253452,,9,14.749971666735194,TRANSITIONS_EXIST_BUT_FAIL_PLAUSIBILITY
INST_071,CORE,2,1,30048,8133,2675,3.364806668659752,2.6267316653104853,7,6.7499897500211254,VALID_PLAUSIBLE_EXISTS
INST_065,CORE,2,1,11556,4477,465,2.7252463987517412,1.5816889038000084,7,6.583322888912481,VALID_PLAUSIBLE_EXISTS
