institution_id,reference_profile,family,n_oob_predictions,family_dominant_profile,family_dominant_probability,family_reference_profile_probability,profile_1_probability,profile_2_probability
INST_048,1,R1_PCA85_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_049,1,R0_WARD,48,1,1.0,1.0,1.0,0.0
INST_049,1,R1_PCA85_WARD,53,1,1.0,1.0,1.0,0.0
INST_049,1,R0_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_049,1,R1_PCA85_KMEANS,46,1,1.0,1.0,1.0,0.0
INST_050,1,R0_WARD,51,1,1.0,1.0,1.0,0.0
INST_050,1,R1_PCA85_WARD,44,1,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.09090909090909091
INST_050,1,R0_KMEANS,51,1,1.0,1.0,1.0,0.0
INST_050,1,R1_PCA85_KMEANS,61,1,0.9508196721311475,0.9508196721311475,0.9508196721311475,0.04918032786885246
INST_051,2,R0_WARD,48,2,0.9791666666666666,0.9791666666666666,0.020833333333333332,0.9791666666666666
INST_051,2,R1_PCA85_WARD,46,2,1.0,1.0,0.0,1.0
INST_051,2,R0_KMEANS,51,2,1.0,1.0,0.0,1.0
INST_051,2,R1_PCA85_KMEANS,50,2,1.0,1.0,0.0,1.0
INST_052,1,R0_WARD,53,1,0.9245283018867925,0.9245283018867925,0.9245283018867925,0.07547169811320754
INST_052,1,R1_PCA85_WARD,52,1,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.11538461538461539
INST_052,1,R0_KMEANS,42,1,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.21428571428571427
INST_052,1,R1_PCA85_KMEANS,52,1,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.3269230769230769
INST_053,1,R0_WARD,44,1,1.0,1.0,1.0,0.0
INST_053,1,R1_PCA85_WARD,40,1,1.0,1.0,1.0,0.0
INST_053,1,R0_KMEANS,52,1,1.0,1.0,1.0,0.0
INST_053,1,R1_PCA85_KMEANS,50,1,1.0,1.0,1.0,0.0
INST_054,2,R0_WARD,51,2,1.0,1.0,0.0,1.0
INST_054,2,R1_PCA85_WARD,43,2,1.0,1.0,0.0,1.0
INST_054,2,R0_KMEANS,46,2,1.0,1.0,0.0,1.0
INST_054,2,R1_PCA85_KMEANS,43,2,1.0,1.0,0.0,1.0
INST_055,1,R0_WARD,45,1,1.0,1.0,1.0,0.0
INST_055,1,R1_PCA85_WARD,51,1,1.0,1.0,1.0,0.0
INST_055,1,R0_KMEANS,53,1,1.0,1.0,1.0,0.0
INST_055,1,R1_PCA85_KMEANS,49,1,1.0,1.0,1.0,0.0
INST_056,1,R0_WARD,45,1,1.0,1.0,1.0,0.0
INST_056,1,R1_PCA85_WARD,48,1,1.0,1.0,1.0,0.0
INST_056,1,R0_KMEANS,49,1,1.0,1.0,1.0,0.0
INST_056,1,R1_PCA85_KMEANS,57,1,1.0,1.0,1.0,0.0
INST_057,1,R0_WARD,46,1,1.0,1.0,1.0,0.0
INST_057,1,R1_PCA85_WARD,58,1,1.0,1.0,1.0,0.0
INST_057,1,R0_KMEANS,54,1,1.0,1.0,1.0,0.0
INST_057,1,R1_PCA85_KMEANS,50,1,1.0,1.0,1.0,0.0
INST_058,1,R0_WARD,61,1,1.0,1.0,1.0,0.0
INST_058,1,R1_PCA85_WARD,49,1,1.0,1.0,1.0,0.0
INST_058,1,R0_KMEANS,47,1,1.0,1.0,1.0,0.0
INST_058,1,R1_PCA85_KMEANS,55,1,1.0,1.0,1.0,0.0
INST_059,1,R0_WARD,39,1,1.0,1.0,1.0,0.0
INST_059,1,R1_PCA85_WARD,42,1,1.0,1.0,1.0,0.0
INST_059,1,R0_KMEANS,46,1,1.0,1.0,1.0,0.0
INST_059,1,R1_PCA85_KMEANS,57,1,1.0,1.0,1.0,0.0
INST_060,1,R0_WARD,49,1,1.0,1.0,1.0,0.0
INST_060,1,R1_PCA85_WARD,45,1,1.0,1.0,1.0,0.0
INST_060,1,R0_KMEANS,44,1,1.0,1.0,1.0,0.0
INST_060,1,R1_PCA85_KMEANS,55,1,1.0,1.0,1.0,0.0
INST_061,1,R0_WARD,41,1,1.0,1.0,1.0,0.0
INST_061,1,R1_PCA85_WARD,47,1,1.0,1.0,1.0,0.0
INST_061,1,R0_KMEANS,36,1,1.0,1.0,1.0,0.0
INST_061,1,R1_PCA85_KMEANS,55,1,1.0,1.0,1.0,0.0
INST_062,1,R0_WARD,41,1,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.04878048780487805
INST_062,1,R1_PCA85_WARD,49,1,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.02040816326530612
INST_062,1,R0_KMEANS,59,1,1.0,1.0,1.0,0.0
INST_062,1,R1_PCA85_KMEANS,46,1,1.0,1.0,1.0,0.0
INST_063,1,R0_WARD,44,1,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.045454545454545456
INST_063,1,R1_PCA85_WARD,61,1,0.9672131147540983,0.9672131147540983,0.9672131147540983,0.03278688524590164
INST_063,1,R0_KMEANS,40,1,0.85,0.85,0.85,0.15
INST_063,1,R1_PCA85_KMEANS,55,1,0.8363636363636363,0.8363636363636363,0.8363636363636363,0.16363636363636364
INST_064,1,R0_WARD,49,1,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.20408163265306123
INST_064,1,R1_PCA85_WARD,57,1,0.7719298245614035,0.7719298245614035,0.7719298245614035,0.22807017543859648
INST_064,1,R0_KMEANS,59,2,0.6610169491525424,0.3389830508474576,0.3389830508474576,0.6610169491525424
INST_064,1,R1_PCA85_KMEANS,57,2,0.5087719298245614,0.49122807017543857,0.49122807017543857,0.5087719298245614
INST_065,2,R0_WARD,37,2,1.0,1.0,0.0,1.0
INST_065,2,R1_PCA85_WARD,51,2,1.0,1.0,0.0,1.0
INST_065,2,R0_KMEANS,33,2,1.0,1.0,0.0,1.0
INST_065,2,R1_PCA85_KMEANS,54,2,1.0,1.0,0.0,1.0
INST_066,1,R0_WARD,48,1,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.14583333333333334
INST_066,1,R1_PCA85_WARD,43,1,0.7906976744186046,0.7906976744186046,0.7906976744186046,0.20930232558139536
INST_066,1,R0_KMEANS,42,2,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714
INST_066,1,R1_PCA85_KMEANS,56,2,0.5178571428571429,0.48214285714285715,0.48214285714285715,0.5178571428571429
INST_067,1,R0_WARD,54,1,1.0,1.0,1.0,0.0
INST_067,1,R1_PCA85_WARD,52,1,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.019230769230769232
INST_067,1,R0_KMEANS,52,1,1.0,1.0,1.0,0.0
INST_067,1,R1_PCA85_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_068,1,R0_WARD,61,1,1.0,1.0,1.0,0.0
INST_068,1,R1_PCA85_WARD,50,1,1.0,1.0,1.0,0.0
INST_068,1,R0_KMEANS,51,1,1.0,1.0,1.0,0.0
INST_068,1,R1_PCA85_KMEANS,51,1,1.0,1.0,1.0,0.0
INST_069,1,R0_WARD,49,1,1.0,1.0,1.0,0.0
INST_069,1,R1_PCA85_WARD,45,1,1.0,1.0,1.0,0.0
INST_069,1,R0_KMEANS,33,1,1.0,1.0,1.0,0.0
INST_069,1,R1_PCA85_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_070,1,R0_WARD,38,1,1.0,1.0,1.0,0.0
INST_070,1,R1_PCA85_WARD,42,1,1.0,1.0,1.0,0.0
INST_070,1,R0_KMEANS,44,1,1.0,1.0,1.0,0.0
INST_070,1,R1_PCA85_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_071,2,R0_WARD,55,2,1.0,1.0,0.0,1.0
INST_071,2,R1_PCA85_WARD,44,2,1.0,1.0,0.0,1.0
INST_071,2,R0_KMEANS,52,2,1.0,1.0,0.0,1.0
INST_071,2,R1_PCA85_KMEANS,47,2,1.0,1.0,0.0,1.0
INST_072,1,R0_WARD,42,1,1.0,1.0,1.0,0.0
INST_072,1,R1_PCA85_WARD,54,1,1.0,1.0,1.0,0.0
INST_072,1,R0_KMEANS,47,1,1.0,1.0,1.0,0.0
INST_072,1,R1_PCA85_KMEANS,50,1,1.0,1.0,1.0,0.0
INST_073,1,R0_WARD,37,1,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.05405405405405406
INST_073,1,R1_PCA85_WARD,50,1,0.84,0.84,0.84,0.16
INST_073,1,R0_KMEANS,46,1,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.2608695652173913
INST_073,1,R1_PCA85_KMEANS,49,1,0.6938775510204082,0.6938775510204082,0.6938775510204082,0.30612244897959184
INST_074,2,R0_WARD,36,2,1.0,1.0,0.0,1.0
INST_074,2,R1_PCA85_WARD,49,2,1.0,1.0,0.0,1.0
INST_074,2,R0_KMEANS,55,2,1.0,1.0,0.0,1.0
INST_074,2,R1_PCA85_KMEANS,48,2,1.0,1.0,0.0,1.0
INST_075,1,R0_WARD,47,1,1.0,1.0,1.0,0.0
INST_075,1,R1_PCA85_WARD,49,1,1.0,1.0,1.0,0.0
INST_075,1,R0_KMEANS,52,1,1.0,1.0,1.0,0.0
INST_075,1,R1_PCA85_KMEANS,53,1,1.0,1.0,1.0,0.0
INST_076,1,R0_WARD,65,1,1.0,1.0,1.0,0.0
INST_076,1,R1_PCA85_WARD,50,1,1.0,1.0,1.0,0.0
INST_076,1,R0_KMEANS,48,1,1.0,1.0,1.0,0.0
INST_076,1,R1_PCA85_KMEANS,56,1,1.0,1.0,1.0,0.0
INST_077,1,R0_WARD,58,1,0.8793103448275862,0.8793103448275862,0.8793103448275862,0.1206896551724138
