reference_profile,n,median_reference_probability,minimum_reference_probability,median_family_consistency,minimum_family_consistency,median_entropy,median_consensus_gap,core_count,halo_count,boundary_count,ensemble_reference_disagreements
1,68,1.0,0.23979591836734693,1.0,0.13043478260869565,-0.0,0.9273515932862771,53,9,6,1
2,13,1.0,0.9948717948717949,1.0,0.9791666666666666,-0.0,0.9316360463222048,13,0,0,0
