institution_id,INST_001,INST_002,INST_003,INST_004,INST_005,INST_006,INST_007,INST_008,INST_009,INST_010,INST_011,INST_012,INST_013,INST_014,INST_015,INST_016,INST_017,INST_018,INST_019,INST_020,INST_021,INST_022,INST_023,INST_024,INST_025,INST_026,INST_027,INST_028,INST_029,INST_030,INST_031,INST_032,INST_033,INST_034,INST_035,INST_036,INST_037,INST_038,INST_039,INST_040,INST_041,INST_042,INST_043,INST_044,INST_045,INST_046,INST_047,INST_048,INST_049,INST_050,INST_051,INST_052,INST_053,INST_054,INST_055,INST_056,INST_057,INST_058,INST_059,INST_060,INST_061,INST_062,INST_063,INST_064,INST_065,INST_066,INST_067,INST_068,INST_069,INST_070,INST_071,INST_072,INST_073,INST_074,INST_075,INST_076,INST_077,INST_078,INST_079,INST_080,INST_081
INST_001,1.0,0.0,0.20833333333333334,0.047619047619047616,0.024390243902439025,0.0,0.45161290322580644,0.046511627906976744,0.02857142857142857,0.0,0.025,0.02857142857142857,0.0,0.02631578947368421,0.1891891891891892,0.0,0.0,0.2647058823529412,0.45161290322580644,0.06521739130434782,0.0,1.0,0.875,0.0,0.358974358974359,0.0,1.0,0.0,0.07692307692307693,0.05,0.08888888888888889,0.0,0.175,1.0,0.025,1.0,1.0,0.03125,1.0,0.0,1.0,0.1111111111111111,0.0,0.15384615384615385,0.08108108108108109,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.1875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.1,0.5116279069767442,1.0,0.46153846153846156,0.025,0.0,0.04,0.0,1.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0
INST_002,0.0,1.0,0.8085106382978723,1.0,1.0,1.0,0.375,0.9761904761904762,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.8918918918918919,0.6388888888888888,0.975,1.0,0.0,0.16666666666666666,1.0,0.7575757575757576,1.0,0.0,1.0,1.0,0.925,0.8974358974358975,1.0,0.9090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7272727272727273,1.0,0.813953488372093,1.0,1.0,1.0,1.0,1.0,0.9534883720930233,0.0,0.6976744186046512,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.5909090909090909,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,0.7575757575757576,0.0,1.0,1.0,0.9347826086956522,1.0,1.0,1.0,1.0
INST_003,0.20833333333333334,0.8085106382978723,1.0,0.8378378378378378,0.9024390243902439,0.8285714285714286,0.5555555555555556,0.875,0.6,0.8378378378378378,0.8076923076923077,0.8780487804878049,0.9024390243902439,0.8125,0.775,0.9210526315789473,0.95,0.8285714285714286,0.8387096774193549,0.8292682926829268,0.8857142857142857,0.14285714285714285,0.36585365853658536,0.8529411764705882,0.8205128205128205,0.8,0.23076923076923078,0.8918918918918919,0.84375,0.7666666666666667,0.7777777777777778,0.8780487804878049,0.6,0.18421052631578946,0.8235294117647058,0.09302325581395349,0.13636363636363635,0.9210526315789473,0.075,0.868421052631579,0.09302325581395349,0.717391304347826,0.8888888888888888,0.8085106382978723,0.8484848484848485,0.9038461538461539,0.7142857142857143,0.868421052631579,0.8636363636363636,0.775,0.1111111111111111,0.7142857142857143,0.8620689655172413,0.15,0.85,0.8108108108108109,0.8837209302325582,0.9787234042553191,0.8571428571428571,0.8444444444444444,0.7631578947368421,0.8918918918918919,0.8048780487804879,0.5853658536585366,0.10810810810810811,0.6511627906976745,0.8125,0.9166666666666666,0.90625,0.7666666666666667,0.1282051282051282,0.8333333333333334,0.8157894736842105,0.2702702702702703,0.8378378378378378,0.9333333333333333,0.6585365853658537,0.7222222222222222,0.7931034482758621,0.9024390243902439,0.775
INST_004,0.047619047619047616,1.0,0.8378378378378378,1.0,1.0,1.0,0.53125,0.975609756097561,0.8809523809523809,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9743589743589743,0.7894736842105263,0.926829268292683,1.0,0.023809523809523808,0.4,1.0,0.55,0.967741935483871,0.025,0.9722222222222222,0.96875,0.975609756097561,0.8529411764705882,0.975609756097561,0.8918918918918919,0.0,1.0,0.06451612903225806,0.05,1.0,0.0,1.0,0.024390243902439025,0.8780487804878049,1.0,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.06896551724137931,0.8,0.9655172413793104,0.0,1.0,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9375,0.9117647058823529,0.5588235294117647,0.0,0.5142857142857142,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.02631578947368421,1.0,0.9767441860465116,0.9069767441860465,0.9615384615384616,1.0,1.0,1.0
INST_005,0.024390243902439025,1.0,0.9024390243902439,1.0,1.0,1.0,0.5555555555555556,1.0,0.8478260869565217,1.0,1.0,1.0,1.0,1.0,0.868421052631579,1.0,1.0,0.8048780487804879,0.7297297297297297,1.0,1.0,0.02857142857142857,0.16279069767441862,1.0,0.6875,0.96875,0.0,1.0,1.0,0.9230769230769231,0.9183673469387755,1.0,0.7878787878787878,0.0,0.9696969696969697,0.0,0.021739130434782608,1.0,0.0,1.0,0.0,0.868421052631579,1.0,0.868421052631579,0.9807692307692307,1.0,0.9736842105263158,1.0,0.9714285714285714,1.0,0.0,0.7727272727272727,1.0,0.0,0.975,0.967741935483871,1.0,1.0,1.0,1.0,1.0,0.975,0.9736842105263158,0.5,0.0,0.6451612903225806,1.0,1.0,1.0,1.0,0.0,1.0,0.7647058823529411,0.024390243902439025,0.9714285714285714,1.0,0.85,0.9696969696969697,1.0,1.0,1.0
INST_006,0.0,1.0,0.8285714285714286,1.0,1.0,1.0,0.5517241379310345,1.0,0.7878787878787878,1.0,1.0,1.0,1.0,1.0,0.8478260869565217,1.0,1.0,0.9259259259259259,0.6296296296296297,0.9722222222222222,1.0,0.0,0.22857142857142856,1.0,0.6923076923076923,1.0,0.0,1.0,1.0,0.9142857142857143,0.896551724137931,1.0,0.896551724137931,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.0,0.9,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9142857142857143,0.5454545454545454,0.0,0.5428571428571428,1.0,1.0,1.0,1.0,0.0,1.0,0.8275862068965517,0.0,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0
INST_007,0.45161290322580644,0.375,0.5555555555555556,0.53125,0.5555555555555556,0.5517241379310345,1.0,0.5909090909090909,0.627906976744186,0.6451612903225806,0.6571428571428571,0.7647058823529411,0.5945945945945946,0.5641025641025641,0.6764705882352942,0.5769230769230769,0.5428571428571428,0.696969696969697,0.7631578947368421,0.59375,0.4857142857142857,0.4594594594594595,0.45,0.6744186046511628,0.6060606060606061,0.625,0.4146341463414634,0.625,0.6410256410256411,0.5882352941176471,0.6756756756756757,0.5,0.4838709677419355,0.41025641025641024,0.5882352941176471,0.5172413793103449,0.5,0.6097560975609756,0.3235294117647059,0.6,0.38235294117647056,0.53125,0.696969696969697,0.6216216216216216,0.5714285714285714,0.574468085106383,0.5333333333333333,0.5454545454545454,0.6111111111111112,0.4791666666666667,0.6176470588235294,0.8235294117647058,0.5333333333333333,0.5555555555555556,0.4782608695652174,0.5476190476190477,0.5909090909090909,0.525,0.5625,0.5789473684210527,0.6,0.6470588235294118,0.7714285714285715,0.631578947368421,0.3235294117647059,0.6857142857142857,0.5641025641025641,0.575,0.5277777777777778,0.4375,0.40625,0.625,0.6666666666666666,0.5294117647058824,0.625,0.5714285714285714,0.6590909090909091,0.43333333333333335,0.5161290322580645,0.4888888888888889,0.6923076923076923
INST_008,0.046511627906976744,0.9761904761904762,0.875,0.975609756097561,1.0,1.0,0.5909090909090909,1.0,0.851063829787234,0.9375,0.9787234042553191,0.9782608695652174,0.9705882352941176,1.0,0.8431372549019608,0.9761904761904762,0.9069767441860465,0.8235294117647058,0.6511627906976745,1.0,0.9512195121951219,0.06,0.3191489361702128,0.9629629629629629,0.6578947368421053,1.0,0.07142857142857142,0.9230769230769231,0.9666666666666667,0.9761904761904762,0.9024390243902439,0.9365079365079365,0.9069767441860465,0.022727272727272728,0.925,0.06666666666666667,0.09090909090909091,0.9491525423728814,0.03773584905660377,0.9523809523809523,0.07317073170731707,0.8936170212765957,0.975,0.9583333333333334,0.9387755102040817,0.9574468085106383,0.9811320754716981,0.95,0.975,0.9333333333333333,0.09302325581395349,0.8163265306122449,0.9545454545454546,0.02564102564102564,0.9428571428571428,0.9130434782608695,0.9285714285714286,0.975609756097561,0.9782608695652174,0.9069767441860465,0.9545454545454546,0.9782608695652174,0.9130434782608695,0.6086956521739131,0.05128205128205128,0.7142857142857143,0.9111111111111111,0.9090909090909091,0.975,0.8947368421052632,0.11904761904761904,0.9230769230769231,0.7837837837837838,0.027777777777777776,1.0,0.9512195121951219,0.8846153846153846,0.926829268292683,1.0,0.9117647058823529,0.9302325581395349
INST_009,0.02857142857142857,0.7916666666666666,0.6,0.8809523809523809,0.8478260869565217,0.7878787878787878,0.627906976744186,0.851063829787234,1.0,0.7948717948717948,0.8863636363636364,0.8648648648648649,0.8214285714285714,0.8604651162790697,1.0,0.8125,0.7941176470588235,1.0,0.7209302325581395,0.8717948717948718,0.8611111111111112,0.13513513513513514,0.32142857142857145,0.918918918918919,0.5128205128205128,0.8888888888888888,0.18604651162790697,0.9047619047619048,0.9210526315789473,0.9459459459459459,1.0,0.926829268292683,0.9534883720930233,0.0975609756097561,0.9318181818181818,0.08571428571428572,0.21621621621621623,0.7857142857142857,0.18518518518518517,0.9259259259259259,0.13636363636363635,1.0,0.918918918918919,1.0,0.8780487804878049,0.9166666666666666,0.9,0.9166666666666666,0.9166666666666666,0.85,0.15,1.0,0.9,0.09090909090909091,0.8529411764705882,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8620689655172413,0.90625,0.9047619047619048,0.8148148148148148,1.0,0.7105263157894737,0.0,0.75,0.8292682926829268,0.7894736842105263,0.8823529411764706,0.9473684210526315,0.23076923076923078,0.8648648648648649,0.8235294117647058,0.0967741935483871,0.8108108108108109,0.8372093023255814,1.0,0.8235294117647058,0.9032258064516129,0.7741935483870968,0.8636363636363636
INST_010,0.0,1.0,0.8378378378378378,1.0,1.0,1.0,0.6451612903225806,0.9375,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,0.8611111111111112,1.0,1.0,0.7631578947368421,0.7894736842105263,1.0,1.0,0.0,0.19047619047619047,1.0,0.7948717948717948,1.0,0.0,1.0,0.9090909090909091,0.9302325581395349,0.8709677419354839,1.0,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8421052631578947,1.0,0.9444444444444444,0.9512195121951219,1.0,1.0,1.0,1.0,0.9761904761904762,0.0,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,0.9130434782608695,0.5681818181818182,0.0,0.59375,0.9705882352941176,1.0,1.0,1.0,0.0,1.0,0.8709677419354839,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0
