institution_id,INST_001,INST_002,INST_003,INST_004,INST_005,INST_006,INST_007,INST_008,INST_009,INST_010,INST_011,INST_012,INST_013,INST_014,INST_015,INST_016,INST_017,INST_018,INST_019,INST_020,INST_021,INST_022,INST_023,INST_024,INST_025,INST_026,INST_027,INST_028,INST_029,INST_030,INST_031,INST_032,INST_033,INST_034,INST_035,INST_036,INST_037,INST_038,INST_039,INST_040,INST_041,INST_042,INST_043,INST_044,INST_045,INST_046,INST_047,INST_048,INST_049,INST_050,INST_051,INST_052,INST_053,INST_054,INST_055,INST_056,INST_057,INST_058,INST_059,INST_060,INST_061,INST_062,INST_063,INST_064,INST_065,INST_066,INST_067,INST_068,INST_069,INST_070,INST_071,INST_072,INST_073,INST_074,INST_075,INST_076,INST_077,INST_078,INST_079,INST_080,INST_081
INST_038,0.018,0.98,0.83,0.98,0.951,0.981,0.629,0.978,0.877,0.981,0.981,0.981,0.981,0.981,0.883,0.981,0.986,0.883,0.629,0.982,0.981,0.018,0.428,0.981,0.759,0.981,0.018,0.981,0.955,0.929,0.883,0.981,0.829,0.018,0.981,0.018,0.018,1.0,0.023,0.981,0.018,0.883,0.981,0.883,0.97,0.993,0.982,0.981,0.981,0.985,0.018,0.883,0.981,0.018,0.981,0.98,0.981,0.981,0.981,0.99,0.981,0.972,0.883,0.569,0.018,0.568,0.975,0.98,0.981,0.981,0.019,0.981,0.81,0.018,0.981,0.981,0.881,0.981,0.981,0.974,0.98
INST_039,0.995,0.007,0.157,0.007,0.036,0.006,0.362,0.045,0.146,0.006,0.006,0.006,0.006,0.006,0.14,0.006,0.009,0.14,0.394,0.041,0.006,0.995,0.585,0.006,0.226,0.006,0.995,0.006,0.034,0.058,0.14,0.008,0.192,0.995,0.006,0.995,0.995,0.023,1.0,0.006,0.995,0.14,0.006,0.14,0.017,0.02,0.007,0.006,0.006,0.038,0.995,0.14,0.006,0.995,0.006,0.007,0.006,0.006,0.006,0.013,0.006,0.049,0.14,0.454,0.995,0.455,0.014,0.007,0.006,0.006,0.994,0.006,0.201,0.995,0.006,0.006,0.142,0.006,0.006,0.013,0.007
INST_040,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_041,1.0,0.002,0.152,0.002,0.031,0.001,0.357,0.04,0.141,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.004,0.135,0.389,0.036,0.001,1.0,0.58,0.001,0.223,0.001,1.0,0.001,0.029,0.053,0.135,0.003,0.187,1.0,0.001,1.0,1.0,0.018,0.995,0.001,1.0,0.135,0.001,0.135,0.012,0.015,0.002,0.001,0.001,0.033,1.0,0.135,0.001,1.0,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.044,0.135,0.449,1.0,0.45,0.009,0.002,0.001,0.001,0.999,0.001,0.196,1.0,0.001,0.001,0.137,0.001,0.001,0.008,0.002
INST_042,0.135,0.863,0.713,0.863,0.834,0.864,0.68,0.905,0.992,0.864,0.864,0.864,0.864,0.864,0.998,0.864,0.869,0.998,0.74,0.901,0.864,0.135,0.515,0.864,0.642,0.864,0.135,0.864,0.838,0.812,0.998,0.866,0.934,0.135,0.864,0.135,0.135,0.883,0.14,0.864,0.135,1.0,0.864,0.998,0.853,0.88,0.865,0.864,0.864,0.898,0.135,0.998,0.864,0.135,0.864,0.863,0.864,0.864,0.864,0.873,0.864,0.909,0.998,0.68,0.135,0.681,0.858,0.863,0.864,0.864,0.136,0.864,0.913,0.135,0.864,0.864,0.998,0.864,0.864,0.859,0.863
INST_043,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_044,0.135,0.863,0.713,0.863,0.834,0.864,0.68,0.905,0.992,0.864,0.864,0.864,0.864,0.864,1.0,0.864,0.869,1.0,0.74,0.901,0.864,0.135,0.513,0.864,0.642,0.864,0.135,0.864,0.838,0.812,1.0,0.866,0.932,0.135,0.864,0.135,0.135,0.883,0.14,0.864,0.135,0.998,0.864,1.0,0.853,0.88,0.865,0.864,0.864,0.898,0.135,1.0,0.864,0.135,0.864,0.863,0.864,0.864,0.864,0.873,0.864,0.909,1.0,0.68,0.135,0.681,0.858,0.863,0.864,0.864,0.136,0.864,0.911,0.135,0.864,0.864,0.996,0.864,0.864,0.859,0.863
INST_045,0.012,0.99,0.86,0.99,0.973,0.989,0.655,0.948,0.847,0.989,0.989,0.989,0.989,0.989,0.853,0.989,0.984,0.853,0.623,0.952,0.989,0.012,0.432,0.989,0.789,0.989,0.012,0.989,0.981,0.959,0.853,0.987,0.813,0.012,0.989,0.012,0.012,0.97,0.017,0.989,0.012,0.853,0.989,0.853,1.0,0.973,0.988,0.989,0.989,0.955,0.012,0.853,0.989,0.012,0.989,0.99,0.989,0.989,0.989,0.98,0.989,0.944,0.853,0.563,0.012,0.562,0.993,0.99,0.989,0.989,0.013,0.989,0.812,0.012,0.989,0.989,0.851,0.989,0.989,0.992,0.99
INST_046,0.015,0.983,0.833,0.983,0.954,0.984,0.632,0.975,0.874,0.984,0.984,0.984,0.984,0.984,0.88,0.984,0.987,0.88,0.626,0.979,0.984,0.015,0.427,0.984,0.762,0.984,0.015,0.984,0.956,0.932,0.88,0.982,0.828,0.015,0.984,0.015,0.015,0.993,0.02,0.984,0.015,0.88,0.984,0.88,0.973,1.0,0.985,0.984,0.984,0.982,0.015,0.88,0.984,0.015,0.984,0.983,0.984,0.984,0.984,0.989,0.984,0.971,0.88,0.566,0.015,0.565,0.976,0.983,0.984,0.984,0.016,0.984,0.811,0.015,0.984,0.984,0.878,0.984,0.984,0.977,0.983
INST_047,0.002,0.998,0.848,0.998,0.969,0.999,0.645,0.96,0.859,0.999,0.999,0.999,0.999,0.999,0.865,0.999,0.994,0.865,0.613,0.964,0.999,0.002,0.422,0.999,0.777,0.999,0.002,0.999,0.971,0.947,0.865,0.997,0.815,0.002,0.999,0.002,0.002,0.982,0.007,0.999,0.002,0.865,0.999,0.865,0.988,0.985,1.0,0.999,0.999,0.967,0.002,0.865,0.999,0.002,0.999,0.998,0.999,0.999,0.999,0.99,0.999,0.956,0.865,0.553,0.002,0.552,0.991,0.998,0.999,0.999,0.003,0.999,0.806,0.002,0.999,0.999,0.863,0.999,0.999,0.992,0.998
INST_048,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_049,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_050,0.033,0.965,0.815,0.965,0.936,0.966,0.634,0.991,0.892,0.966,0.966,0.966,0.966,0.966,0.898,0.966,0.971,0.898,0.644,0.995,0.966,0.033,0.439,0.966,0.744,0.966,0.033,0.966,0.94,0.914,0.898,0.966,0.844,0.033,0.966,0.033,0.033,0.985,0.038,0.966,0.033,0.898,0.966,0.898,0.955,0.982,0.967,0.966,0.966,1.0,0.033,0.898,0.966,0.033,0.966,0.965,0.966,0.966,0.966,0.975,0.966,0.975,0.898,0.584,0.033,0.583,0.96,0.965,0.966,0.966,0.034,0.966,0.823,0.033,0.966,0.966,0.896,0.966,0.966,0.959,0.965
INST_051,1.0,0.002,0.152,0.002,0.031,0.001,0.357,0.04,0.141,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.004,0.135,0.389,0.036,0.001,1.0,0.58,0.001,0.223,0.001,1.0,0.001,0.029,0.053,0.135,0.003,0.187,1.0,0.001,1.0,1.0,0.018,0.995,0.001,1.0,0.135,0.001,0.135,0.012,0.015,0.002,0.001,0.001,0.033,1.0,0.135,0.001,1.0,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.044,0.135,0.449,1.0,0.45,0.009,0.002,0.001,0.001,0.999,0.001,0.196,1.0,0.001,0.001,0.137,0.001,0.001,0.008,0.002
INST_052,0.135,0.863,0.713,0.863,0.834,0.864,0.68,0.905,0.992,0.864,0.864,0.864,0.864,0.864,1.0,0.864,0.869,1.0,0.74,0.901,0.864,0.135,0.513,0.864,0.642,0.864,0.135,0.864,0.838,0.812,1.0,0.866,0.932,0.135,0.864,0.135,0.135,0.883,0.14,0.864,0.135,0.998,0.864,1.0,0.853,0.88,0.865,0.864,0.864,0.898,0.135,1.0,0.864,0.135,0.864,0.863,0.864,0.864,0.864,0.873,0.864,0.909,1.0,0.68,0.135,0.681,0.858,0.863,0.864,0.864,0.136,0.864,0.911,0.135,0.864,0.864,0.996,0.864,0.864,0.859,0.863
INST_053,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_054,1.0,0.002,0.152,0.002,0.031,0.001,0.357,0.04,0.141,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.004,0.135,0.389,0.036,0.001,1.0,0.58,0.001,0.223,0.001,1.0,0.001,0.029,0.053,0.135,0.003,0.187,1.0,0.001,1.0,1.0,0.018,0.995,0.001,1.0,0.135,0.001,0.135,0.012,0.015,0.002,0.001,0.001,0.033,1.0,0.135,0.001,1.0,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.044,0.135,0.449,1.0,0.45,0.009,0.002,0.001,0.001,0.999,0.001,0.196,1.0,0.001,0.001,0.137,0.001,0.001,0.008,0.002
INST_055,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_056,0.002,0.998,0.85,1.0,0.971,0.999,0.645,0.958,0.857,0.999,0.999,0.999,0.999,0.999,0.863,0.999,0.994,0.863,0.613,0.962,0.999,0.002,0.422,0.999,0.779,0.999,0.002,0.999,0.973,0.949,0.863,0.997,0.813,0.002,0.999,0.002,0.002,0.98,0.007,0.999,0.002,0.863,0.999,0.863,0.99,0.983,0.998,0.999,0.999,0.965,0.002,0.863,0.999,0.002,0.999,1.0,0.999,0.999,0.999,0.99,0.999,0.954,0.863,0.553,0.002,0.552,0.993,1.0,0.999,0.999,0.003,0.999,0.804,0.002,0.999,0.999,0.861,0.999,0.999,0.992,1.0
INST_057,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_058,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_059,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_060,0.008,0.99,0.84,0.99,0.961,0.991,0.635,0.968,0.867,0.991,0.991,0.991,0.991,0.991,0.873,0.991,0.994,0.873,0.619,0.972,0.991,0.008,0.422,0.991,0.769,0.991,0.008,0.991,0.963,0.939,0.873,0.989,0.821,0.008,0.991,0.008,0.008,0.99,0.013,0.991,0.008,0.873,0.991,0.873,0.98,0.989,0.99,0.991,0.991,0.975,0.008,0.873,0.991,0.008,0.991,0.99,0.991,0.991,0.991,1.0,0.991,0.964,0.873,0.559,0.008,0.558,0.983,0.99,0.991,0.991,0.009,0.991,0.808,0.008,0.991,0.991,0.871,0.991,0.991,0.984,0.99
INST_061,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_062,0.044,0.954,0.804,0.954,0.925,0.955,0.623,0.976,0.903,0.955,0.955,0.955,0.955,0.955,0.909,0.955,0.96,0.909,0.651,0.97,0.955,0.044,0.43,0.955,0.733,0.955,0.044,0.955,0.929,0.903,0.909,0.955,0.857,0.044,0.955,0.044,0.044,0.972,0.049,0.955,0.044,0.909,0.955,0.909,0.944,0.971,0.956,0.955,0.955,0.975,0.044,0.909,0.955,0.044,0.955,0.954,0.955,0.955,0.955,0.964,0.955,1.0,0.909,0.591,0.044,0.592,0.949,0.954,0.955,0.955,0.045,0.955,0.832,0.044,0.955,0.955,0.907,0.955,0.955,0.95,0.954
INST_063,0.135,0.863,0.713,0.863,0.834,0.864,0.68,0.905,0.992,0.864,0.864,0.864,0.864,0.864,1.0,0.864,0.869,1.0,0.74,0.901,0.864,0.135,0.513,0.864,0.642,0.864,0.135,0.864,0.838,0.812,1.0,0.866,0.932,0.135,0.864,0.135,0.135,0.883,0.14,0.864,0.135,0.998,0.864,1.0,0.853,0.88,0.865,0.864,0.864,0.898,0.135,1.0,0.864,0.135,0.864,0.863,0.864,0.864,0.864,0.873,0.864,0.909,1.0,0.68,0.135,0.681,0.858,0.863,0.864,0.864,0.136,0.864,0.911,0.135,0.864,0.864,0.996,0.864,0.864,0.859,0.863
INST_064,0.449,0.553,0.681,0.553,0.582,0.552,0.812,0.587,0.688,0.552,0.552,0.552,0.552,0.552,0.68,0.552,0.555,0.68,0.938,0.587,0.552,0.449,0.789,0.552,0.692,0.552,0.449,0.552,0.58,0.598,0.68,0.554,0.734,0.449,0.552,0.449,0.449,0.569,0.454,0.552,0.449,0.68,0.552,0.68,0.563,0.566,0.553,0.552,0.552,0.584,0.449,0.68,0.552,0.449,0.552,0.553,0.552,0.552,0.552,0.559,0.552,0.591,0.68,1.0,0.449,0.983,0.56,0.553,0.552,0.552,0.45,0.552,0.745,0.449,0.552,0.552,0.682,0.552,0.552,0.559,0.553
INST_065,1.0,0.002,0.152,0.002,0.031,0.001,0.357,0.04,0.141,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.004,0.135,0.389,0.036,0.001,1.0,0.58,0.001,0.223,0.001,1.0,0.001,0.029,0.053,0.135,0.003,0.187,1.0,0.001,1.0,1.0,0.018,0.995,0.001,1.0,0.135,0.001,0.135,0.012,0.015,0.002,0.001,0.001,0.033,1.0,0.135,0.001,1.0,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.044,0.135,0.449,1.0,0.45,0.009,0.002,0.001,0.001,0.999,0.001,0.196,1.0,0.001,0.001,0.137,0.001,0.001,0.008,0.002
INST_066,0.45,0.552,0.68,0.552,0.581,0.551,0.811,0.588,0.689,0.551,0.551,0.551,0.551,0.551,0.681,0.551,0.554,0.681,0.937,0.586,0.551,0.45,0.786,0.551,0.691,0.551,0.45,0.551,0.579,0.597,0.681,0.553,0.735,0.45,0.551,0.45,0.45,0.568,0.455,0.551,0.45,0.681,0.551,0.681,0.562,0.565,0.552,0.551,0.551,0.583,0.45,0.681,0.551,0.45,0.551,0.552,0.551,0.551,0.551,0.558,0.551,0.592,0.681,0.983,0.45,1.0,0.559,0.552,0.551,0.551,0.451,0.551,0.744,0.45,0.551,0.551,0.683,0.551,0.551,0.558,0.552
INST_067,0.009,0.993,0.855,0.993,0.976,0.992,0.65,0.953,0.852,0.992,0.992,0.992,0.992,0.992,0.858,0.992,0.987,0.858,0.62,0.957,0.992,0.009,0.429,0.992,0.784,0.992,0.009,0.992,0.98,0.954,0.858,0.992,0.816,0.009,0.992,0.009,0.009,0.975,0.014,0.992,0.009,0.858,0.992,0.858,0.993,0.976,0.991,0.992,0.992,0.96,0.009,0.858,0.992,0.009,0.992,0.993,0.992,0.992,0.992,0.983,0.992,0.949,0.858,0.56,0.009,0.559,1.0,0.993,0.992,0.992,0.01,0.992,0.807,0.009,0.992,0.992,0.856,0.992,0.992,0.993,0.993
INST_068,0.002,0.998,0.85,1.0,0.971,0.999,0.645,0.958,0.857,0.999,0.999,0.999,0.999,0.999,0.863,0.999,0.994,0.863,0.613,0.962,0.999,0.002,0.422,0.999,0.779,0.999,0.002,0.999,0.973,0.949,0.863,0.997,0.813,0.002,0.999,0.002,0.002,0.98,0.007,0.999,0.002,0.863,0.999,0.863,0.99,0.983,0.998,0.999,0.999,0.965,0.002,0.863,0.999,0.002,0.999,1.0,0.999,0.999,0.999,0.99,0.999,0.954,0.863,0.553,0.002,0.552,0.993,1.0,0.999,0.999,0.003,0.999,0.804,0.002,0.999,0.999,0.861,0.999,0.999,0.992,1.0
INST_069,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_070,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_071,0.999,0.003,0.153,0.003,0.032,0.002,0.358,0.041,0.142,0.002,0.002,0.002,0.002,0.002,0.136,0.002,0.005,0.136,0.39,0.037,0.002,0.999,0.581,0.002,0.224,0.002,0.999,0.002,0.03,0.054,0.136,0.004,0.188,0.999,0.002,0.999,0.999,0.019,0.994,0.002,0.999,0.136,0.002,0.136,0.013,0.016,0.003,0.002,0.002,0.034,0.999,0.136,0.002,0.999,0.002,0.003,0.002,0.002,0.002,0.009,0.002,0.045,0.136,0.45,0.999,0.451,0.01,0.003,0.002,0.002,1.0,0.002,0.197,0.999,0.002,0.002,0.138,0.002,0.002,0.009,0.003
INST_072,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_073,0.196,0.806,0.742,0.804,0.825,0.805,0.737,0.826,0.915,0.805,0.805,0.805,0.805,0.805,0.911,0.805,0.806,0.911,0.801,0.826,0.805,0.196,0.584,0.805,0.691,0.805,0.196,0.805,0.821,0.803,0.911,0.805,0.943,0.196,0.805,0.196,0.196,0.81,0.201,0.805,0.196,0.913,0.805,0.911,0.812,0.811,0.806,0.805,0.805,0.823,0.196,0.911,0.805,0.196,0.805,0.804,0.805,0.805,0.805,0.808,0.805,0.832,0.911,0.745,0.196,0.744,0.807,0.804,0.805,0.805,0.197,0.805,1.0,0.196,0.805,0.805,0.911,0.805,0.805,0.812,0.804
INST_074,1.0,0.002,0.152,0.002,0.031,0.001,0.357,0.04,0.141,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.004,0.135,0.389,0.036,0.001,1.0,0.58,0.001,0.223,0.001,1.0,0.001,0.029,0.053,0.135,0.003,0.187,1.0,0.001,1.0,1.0,0.018,0.995,0.001,1.0,0.135,0.001,0.135,0.012,0.015,0.002,0.001,0.001,0.033,1.0,0.135,0.001,1.0,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.044,0.135,0.449,1.0,0.45,0.009,0.002,0.001,0.001,0.999,0.001,0.196,1.0,0.001,0.001,0.137,0.001,0.001,0.008,0.002
INST_075,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_076,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
INST_077,0.137,0.861,0.711,0.861,0.832,0.862,0.678,0.903,0.99,0.862,0.862,0.862,0.862,0.862,0.996,0.862,0.867,0.996,0.742,0.899,0.862,0.137,0.515,0.862,0.64,0.862,0.137,0.862,0.836,0.81,0.996,0.864,0.932,0.137,0.862,0.137,0.137,0.881,0.142,0.862,0.137,0.998,0.862,0.996,0.851,0.878,0.863,0.862,0.862,0.896,0.137,0.996,0.862,0.137,0.862,0.861,0.862,0.862,0.862,0.871,0.862,0.907,0.996,0.682,0.137,0.683,0.856,0.861,0.862,0.862,0.138,0.862,0.911,0.137,0.862,0.862,1.0,0.862,0.862,0.857,0.861
INST_078,0.001,0.999,0.849,0.999,0.97,1.0,0.644,0.959,0.858,1.0,1.0,1.0,1.0,1.0,0.864,1.0,0.995,0.864,0.612,0.963,1.0,0.001,0.421,1.0,0.778,1.0,0.001,1.0,0.972,0.948,0.864,0.998,0.814,0.001,1.0,0.001,0.001,0.981,0.006,1.0,0.001,0.864,1.0,0.864,0.989,0.984,0.999,1.0,1.0,0.966,0.001,0.864,1.0,0.001,1.0,0.999,1.0,1.0,1.0,0.991,1.0,0.955,0.864,0.552,0.001,0.551,0.992,0.999,1.0,1.0,0.002,1.0,0.805,0.001,1.0,1.0,0.862,1.0,1.0,0.993,0.999
