candidate_id,institution_id,reference_profile,target_profile,certainty_class,rank,total_cost,ensemble_support,baseline_target_support_inductive,baseline_source_support_inductive,ensemble_support_gain,desired_flip_members,retained_target_members,reverse_loss_members,remained_source_members,conditional_flip_rate_among_baseline_source,target_retention_rate_among_baseline_target,reverse_loss_rate_among_baseline_target,net_member_gain_count,baseline_target_support_R0_KMEANS,cf_target_support_R0_KMEANS,support_gain_R0_KMEANS,conditional_flip_rate_R0_KMEANS,baseline_target_support_R0_WARD,cf_target_support_R0_WARD,support_gain_R0_WARD,conditional_flip_rate_R0_WARD,baseline_target_support_R1_PCA85_KMEANS,cf_target_support_R1_PCA85_KMEANS,support_gain_R1_PCA85_KMEANS,conditional_flip_rate_R1_PCA85_KMEANS,baseline_target_support_R1_PCA85_WARD,cf_target_support_R1_PCA85_WARD,support_gain_R1_PCA85_WARD,conditional_flip_rate_R1_PCA85_WARD
INST_066__CF02,INST_066,1,2,BOUNDARY,2,2.499996000008,0.9949186991869918,0.4695121951219512,0.5304878048780488,0.5254065040650406,517,462,0,5,0.9904214559386973,1.0,0.0,517,0.684,0.992,0.30799999999999994,0.9746835443037974,0.23770491803278687,0.9877049180327869,0.75,0.9838709677419355,0.676,1.0,0.32399999999999995,1.0,0.26666666666666666,1.0,0.7333333333333334,1.0
INST_066__CF03,INST_066,1,2,BOUNDARY,3,2.4999962500071247,0.975609756097561,0.4695121951219512,0.5304878048780488,0.5060975609756098,498,462,0,24,0.9540229885057471,1.0,0.0,498,0.684,0.952,0.2679999999999999,0.8481012658227848,0.23770491803278687,0.9631147540983607,0.7254098360655739,0.9516129032258065,0.676,1.0,0.32399999999999995,1.0,0.26666666666666666,0.9875,0.7208333333333334,0.9829545454545454
INST_066__CF04,INST_066,1,2,BOUNDARY,4,2.999994000015,0.9989837398373984,0.4695121951219512,0.5304878048780488,0.5294715447154472,521,462,0,1,0.9980842911877394,1.0,0.0,521,0.684,1.0,0.31599999999999995,1.0,0.23770491803278687,0.9959016393442623,0.7581967213114755,0.9946236559139785,0.676,1.0,0.32399999999999995,1.0,0.26666666666666666,1.0,0.7333333333333334,1.0
INST_066__CF05,INST_066,1,2,BOUNDARY,5,3.083328888897481,0.9827235772357724,0.4695121951219512,0.5304878048780488,0.5132113821138211,505,462,0,17,0.9674329501915708,1.0,0.0,505,0.684,0.984,0.29999999999999993,0.9493670886075949,0.23770491803278687,0.9713114754098361,0.7336065573770492,0.9623655913978495,0.676,1.0,0.32399999999999995,1.0,0.26666666666666666,0.975,0.7083333333333333,0.9659090909090909
INST_071__CF01,INST_071,2,1,CORE,1,3.74999450001025,0.2947154471544715,0.0010162601626016261,0.9989837398373984,0.2936991869918699,289,1,0,694,0.29399796541200407,1.0,0.0,289,0.0,0.088,0.088,0.088,0.004098360655737705,0.4672131147540984,0.46311475409836067,0.46502057613168724,0.0,0.132,0.132,0.132,0.0,0.5041666666666667,0.5041666666666667,0.5041666666666667
INST_071__CF02,INST_071,2,1,CORE,2,3.999992750018375,0.4247967479674797,0.0010162601626016261,0.9989837398373984,0.42378048780487804,417,1,0,566,0.4242115971515768,1.0,0.0,417,0.0,0.248,0.248,0.248,0.004098360655737705,0.6311475409836066,0.6270491803278689,0.6296296296296297,0.0,0.252,0.252,0.252,0.0,0.5791666666666667,0.5791666666666667,0.5791666666666667
INST_071__CF03,INST_071,2,1,CORE,3,3.9999942500111247,0.3150406504065041,0.0010162601626016261,0.9989837398373984,0.31402439024390244,309,1,0,674,0.3143438453713123,1.0,0.0,309,0.0,0.128,0.128,0.128,0.004098360655737705,0.5081967213114754,0.5040983606557378,0.5061728395061729,0.0,0.16,0.16,0.16,0.0,0.475,0.475,0.475
INST_071__CF04,INST_071,2,1,CORE,4,4.249991250023125,0.4044715447154471,0.0010162601626016261,0.9989837398373984,0.4034552845528455,397,1,0,586,0.40386571719226855,1.0,0.0,397,0.0,0.228,0.228,0.228,0.004098360655737705,0.6516393442622951,0.6475409836065574,0.6502057613168725,0.0,0.208,0.208,0.208,0.0,0.5416666666666666,0.5416666666666666,0.5416666666666666
INST_071__CF05,INST_071,2,1,CORE,5,4.24999250001625,0.3536585365853658,0.0010162601626016261,0.9989837398373984,0.3526422764227642,347,1,0,636,0.35300101729399797,1.0,0.0,347,0.0,0.224,0.224,0.224,0.004098360655737705,0.5204918032786885,0.5163934426229508,0.5185185185185185,0.0,0.216,0.216,0.216,0.0,0.4625,0.4625,0.4625
INST_073__CF01,INST_073,1,2,HALO,1,3.999992750018375,0.9939024390243902,0.20020325203252032,0.7997967479674797,0.7936991869918699,781,197,0,6,0.9923761118170267,1.0,0.0,781,0.328,1.0,0.6719999999999999,1.0,0.08196721311475409,0.9877049180327869,0.9057377049180328,0.9866071428571429,0.3,1.0,0.7,1.0,0.08333333333333333,0.9875,0.9041666666666667,0.9863636363636363
INST_073__CF02,INST_073,1,2,HALO,2,3.99999350001525,0.9207317073170732,0.20020325203252032,0.7997967479674797,0.7205284552845529,709,197,0,78,0.9008894536213469,1.0,0.0,709,0.328,0.928,0.6000000000000001,0.8928571428571429,0.08196721311475409,0.8729508196721312,0.7909836065573771,0.8616071428571429,0.3,0.984,0.6839999999999999,0.9771428571428571,0.08333333333333333,0.8958333333333334,0.8125,0.8863636363636364
INST_077__CF01,INST_077,1,2,HALO,1,3.74999350001525,0.834349593495935,0.125,0.875,0.709349593495935,699,122,1,162,0.8118466898954704,0.991869918699187,0.008130081300813009,698,0.18,0.88,0.7,0.8536585365853658,0.0860655737704918,0.7131147540983607,0.6270491803278688,0.6905829596412556,0.176,0.964,0.788,0.9563106796116505,0.05416666666666667,0.775,0.7208333333333333,0.762114537444934
INST_077__CF02,INST_077,1,2,HALO,2,3.99999300001725,0.8790650406504065,0.125,0.875,0.7540650406504065,743,122,1,118,0.8629500580720093,0.991869918699187,0.008130081300813009,742,0.18,0.944,0.764,0.9317073170731708,0.0860655737704918,0.7868852459016393,0.7008196721311475,0.7713004484304933,0.176,0.992,0.8160000000000001,0.9902912621359223,0.05416666666666667,0.7875,0.7333333333333333,0.775330396475771
INST_077__CF03,INST_077,1,2,HALO,3,4.499992250018125,0.9634146341463414,0.125,0.875,0.8384146341463414,826,122,1,35,0.959349593495935,0.991869918699187,0.008130081300813009,825,0.18,0.984,0.804,0.9804878048780488,0.0860655737704918,0.9508196721311475,0.8647540983606556,0.9506726457399103,0.176,0.992,0.8160000000000001,0.9902912621359223,0.05416666666666667,0.925,0.8708333333333333,0.920704845814978
INST_077__CF04,INST_077,1,2,HALO,4,4.49999250001725,0.9329268292682928,0.125,0.875,0.8079268292682927,795,123,0,66,0.9233449477351916,1.0,0.0,795,0.18,0.948,0.768,0.9365853658536586,0.0860655737704918,0.8770491803278688,0.790983606557377,0.8654708520179372,0.176,0.992,0.8160000000000001,0.9902912621359223,0.05416666666666667,0.9125,0.8583333333333333,0.9074889867841409
INST_077__CF05,INST_077,1,2,HALO,5,4.499992750016375,0.9126016260162602,0.125,0.875,0.7876016260162602,775,123,0,86,0.9001161440185831,1.0,0.0,775,0.18,0.904,0.724,0.8829268292682927,0.0860655737704918,0.8524590163934426,0.7663934426229507,0.8385650224215246,0.176,0.984,0.808,0.9805825242718447,0.05416666666666667,0.9083333333333333,0.8541666666666666,0.9030837004405287
